Player,Salary,Adjusted
Kobe Bryant,"$24,806,250","$29,339,466"
Rashard Lewis,"$19,573,711","$23,150,707"
Kevin Garnett,"$18,800,000","$22,235,604"
Tim Duncan,"$18,700,000","$22,117,330"
Michael Redd,"$18,300,000","$21,644,232"
Pau Gasol,"$17,823,000","$21,080,062"
Andrei Kirilenko,"$17,823,000","$21,080,062"
Gilbert Arenas,"$17,730,694","$20,970,888"
Yao Ming,"$17,686,100","$20,918,145"
Zach Randolph,"$17,666,666","$20,895,159"
Vince Carter,"$17,300,000","$20,461,487"
Dirk Nowitzki,"$17,278,618","$20,436,197"
Carmelo Anthony,"$17,149,243","$20,283,180"
Dwight Howard,"$16,647,180","$19,689,367"
Kenyon Martin,"$16,545,454","$19,569,051"
Amare Stoudemire,"$16,486,611","$19,499,455"
Joe Johnson,"$16,324,500","$19,307,719"
Elton Brand,"$15,959,099","$18,875,543"
Predrag Stojakovic,"$15,532,320","$18,370,772"
Chris Paul,"$14,940,153","$17,670,390"
Deron Williams,"$14,940,152","$17,670,389"
LeBron James,"$14,500,000","$17,149,801"
Chris Bosh,"$14,500,000","$17,149,801"
Jason Richardson,"$14,444,444","$17,084,092"
Carlos Boozer,"$14,400,000","$17,031,527"
Dwyane Wade,"$14,200,000","$16,794,978"
Paul Pierce,"$13,876,321","$16,412,148"
Andrew Bynum,"$13,700,000","$16,203,605"
Rudy Gay,"$13,603,750","$16,089,766"
Brandon Roy,"$13,520,500","$15,991,302"
Tony Parker,"$13,500,000","$15,967,056"
Samuel Dalembert,"$13,428,129","$15,882,051"
Antawn Jamison,"$13,358,905","$15,800,177"
Nick Collison,"$13,250,000","$15,671,370"
Chauncey Billups,"$13,150,000","$15,553,095"
Baron Davis,"$13,000,000","$15,375,684"
Al Jefferson,"$13,000,000","$15,375,684"
Tyson Chandler,"$12,600,000","$14,902,586"
Richard Hamilton,"$12,500,000","$14,784,311"
Andre Iguodala,"$12,345,250","$14,601,281"
