Player,Salary,Adjusted
Kawhi Leonard,"$1,731,960","$1,978,070"
Kevin Seraphin,"$1,680,360","$1,919,138"
Renaldo Balkman,"$1,675,000","$1,913,016"
Ty Lawson,"$1,654,440","$1,889,535"
Nikola Vucevic,"$1,645,400","$1,879,210"
Eric Bledsoe,"$1,596,360","$1,823,202"
Jeff Teague,"$1,579,920","$1,804,425"
Gustavo Ayon,"$1,567,500","$1,790,241"
Iman Shumpert,"$1,563,120","$1,785,238"
Avery Bradley,"$1,524,480","$1,741,107"
Eric Maynor,"$1,516,680","$1,732,199"
Jeff Ayres,"$1,500,000","$1,713,149"
James Jones,"$1,500,000","$1,713,149"
Sebastian Telfair,"$1,500,000","$1,713,149"
Greg Oden,"$1,500,000","$1,713,149"
Gary Forbes,"$1,500,000","$1,713,149"
Chris Singleton,"$1,485,000","$1,696,017"
James Anderson,"$1,463,520","$1,671,485"
Darren Collison,"$1,455,960","$1,662,851"
Tobias Harris,"$1,418,160","$1,619,679"
Craig Brackins,"$1,404,960","$1,604,604"
Jerry Stackhouse,"$1,352,181","$1,544,325"
Jason Collins,"$1,352,181","$1,544,325"
Tracy McGrady,"$1,352,181","$1,544,325"
Vladimir Radmanovic,"$1,352,181","$1,544,325"
Brian Scalabrine,"$1,352,181","$1,544,325"
Brian Cardinal,"$1,352,181","$1,544,325"
Troy Murphy,"$1,352,181","$1,544,325"
Juwan Howard,"$1,352,181","$1,544,325"
Eddie House,"$1,352,181","$1,544,325"
Mike Bibby,"$1,352,181","$1,544,325"
Tony Battie,"$1,352,181","$1,544,325"
Kurt Thomas,"$1,352,181","$1,544,325"
Jamaal Magloire,"$1,352,181","$1,544,325"
Anthony Carter,"$1,352,181","$1,544,325"
Elliot Williams,"$1,348,800","$1,540,463"
Omri Casspi,"$1,341,960","$1,532,651"
Michael Redd,"$1,308,506","$1,494,444"
Nolan Smith,"$1,306,920","$1,492,632"
Hamed Haddadi,"$1,300,000","$1,484,729"
Trevor Booker,"$1,294,920","$1,478,927"
BJ Mullens,"$1,288,200","$1,471,252"
Serge Ibaka,"$1,288,200","$1,471,252"
Kenneth Faried,"$1,254,720","$1,433,015"
Damion James,"$1,243,080","$1,419,721"
Rodrigue Beaubois,"$1,236,720","$1,412,457"
Reggie Evans,"$1,229,255","$1,403,931"
Eddy Curry,"$1,229,255","$1,403,931"
Jared Jeffries,"$1,229,255","$1,403,931"
Rasual Butler,"$1,229,255","$1,403,931"
Jamaal Tinsley,"$1,229,255","$1,403,931"
Jannero Pargo,"$1,223,166","$1,396,977"
Willie Green,"$1,223,166","$1,396,977"
Marquis Daniels,"$1,223,166","$1,396,977"
Aleksandar Pavlovic,"$1,223,166","$1,396,977"
Brian Cook,"$1,223,166","$1,396,977"
Jason Kapono,"$1,223,166","$1,396,977"
Maurice Evans,"$1,223,166","$1,396,977"
Royal Ivey,"$1,200,000","$1,370,519"
Taj Gibson,"$1,195,680","$1,365,585"
Dominique Jones,"$1,193,280","$1,362,844"
Earl Clark,"$1,160,000","$1,324,835"
Reggie Jackson,"$1,156,320","$1,320,632"
Wayne Ellington,"$1,154,040","$1,318,028"
Quincy Pondexter,"$1,153,800","$1,317,754"
Delonte West,"$1,146,337","$1,309,230"
Damien Wilkins,"$1,146,337","$1,309,230"
TJ Ford,"$1,146,337","$1,309,230"
Roger Mason,"$1,146,337","$1,309,230"
Toney Douglas,"$1,145,640","$1,308,434"
Joel Przybilla,"$1,145,027","$1,307,734"
Jordan Crawford,"$1,120,440","$1,279,654"
Greivis Vasquez,"$1,113,600","$1,271,842"
MarShon Brooks,"$1,110,120","$1,267,867"
Daniel Orton,"$1,105,560","$1,262,659"
Christian Eyenga,"$1,097,520","$1,253,477"
Lazar Hayward,"$1,097,520","$1,253,477"
Jordan Hamilton,"$1,073,286","$1,225,799"
Ronnie Price,"$1,069,509","$1,221,485"
JaJuan Johnson,"$1,042,320","$1,190,433"
Norris Cole,"$1,035,960","$1,183,169"
Cory Joseph,"$1,028,400","$1,174,535"
Jimmy Butler,"$1,020,960","$1,166,037"
Jeremy Pargo,"$1,000,000","$1,142,099"
Jon Brockman,"$1,000,000","$1,142,099"
Shelden Williams,"$992,680","$1,133,739"
Steve Novak,"$992,680","$1,133,739"
Von Wafer,"$992,680","$1,133,739"
Craig Smith,"$992,680","$1,133,739"
DeJuan Blair,"$986,000","$1,126,110"
Sam Young,"$947,800","$1,082,481"
John Lucas,"$915,852","$1,045,994"
Ian Mahinmi,"$915,852","$1,045,994"
Brandan Wright,"$915,852","$1,045,994"
Dominic McGuire,"$915,852","$1,045,994"
Sean Williams,"$885,120","$1,010,895"
Henry Walker,"$885,120","$1,010,895"
Sundiata Gaines,"$854,389","$975,797"
Derrick Brown,"$854,389","$975,797"
Alonzo Gee,"$854,389","$975,797"
Chase Budinger,"$854,389","$975,797"
AJ Price,"$854,389","$975,797"
Jodie Meeks,"$854,389","$975,797"
Danny Green,"$854,389","$975,797"
Erick Dampier,"$850,522","$971,380"
Chandler Parsons,"$850,000","$970,784"
Keith Bogans,"$848,266","$968,804"
DeMarre Carroll,"$833,713","$952,183"
Solomon Alabi,"$830,000","$947,942"
Yi Jianlian,"$827,197","$944,741"
Lance Stephenson,"$810,000","$925,100"
Andy Rautins,"$788,872","$900,970"
Tyler Honeycutt,"$775,000","$885,127"
Greg Stiemsma,"$762,195","$870,502"
Semih Erden,"$762,195","$870,502"
Samardo Samuels,"$762,195","$870,502"
Luke Harangody,"$762,195","$870,502"
Devin Ebanks,"$762,195","$870,502"
Dexter Pittman,"$762,195","$870,502"
Landry Fields,"$762,195","$870,502"
Jeremy Lin,"$762,195","$870,502"
Chris Johnson,"$762,195","$870,502"
Armon Johnson,"$762,195","$870,502"
Hassan Whiteside,"$762,195","$870,502"
Gary Neal,"$762,195","$870,502"
Jeremy Evans,"$762,195","$870,502"
Jeremy Tyler,"$650,000","$742,364"
Ishmael Smith,"$639,254","$730,091"
Bobby Simmons,"$594,836","$679,361"
Josh Selby,"$550,000","$628,154"
Gerald Green,"$516,999","$590,463"
Malcolm Lee,"$500,000","$571,049"
Ryan Reid,"$475,000","$542,497"
Ivan Johnson,"$473,604","$540,902"
E'Twaun Moore,"$473,604","$540,902"
Jordan Williams,"$473,604","$540,902"
Cory Higgins,"$473,604","$540,902"
Julyan Stone,"$473,604","$540,902"
Vernon Macklin,"$473,604","$540,902"
Charles Jenkins,"$473,604","$540,902"
Chris Wright,"$473,604","$540,902"
Travis Leslie,"$473,604","$540,902"
Trey Thompkins,"$473,604","$540,902"
Darius Morris,"$473,604","$540,902"
Andrew Goudelock,"$473,604","$540,902"
Terrel Harris,"$473,604","$540,902"
Jon Leuer,"$473,604","$540,902"
Josh Harrellson,"$473,604","$540,902"
Jerome Jordan,"$473,604","$540,902"
Justin Harper,"$473,604","$540,902"
DeAndre Liggins,"$473,604","$540,902"
Lavoy Allen,"$473,604","$540,902"
Isaiah Thomas,"$473,604","$540,902"
Shelvin Mack,"$473,604","$540,902"
Solomon Jones,"$440,353","$502,926"
Larry Hughes,"$414,443","$473,335"
Walker Russell,"$374,289","$427,475"
Lance Thomas,"$328,444","$375,115"
Josh Davis,"$314,041","$358,666"
Francisco Elson,"$305,792","$349,244"
DaJuan Summers,"$303,137","$346,212"
Greg Smith,"$301,733","$344,609"
Mike James,"$277,566","$317,008"
Jeff Adrien,"$270,427","$308,854"
Derrick Caracter,"$270,427","$308,854"
Hamady N'Diaye,"$270,427","$308,854"
Mickell Gladness,"$248,263","$283,541"
Darington Hobson,"$245,884","$280,824"
Jeff Foote,"$225,341","$257,361"
Donald Sloan,"$198,629","$226,853"
Earl Barron,"$185,588","$211,959"
Mychel Thompson,"$168,035","$191,912"
Carldell Johnson,"$168,035","$191,912"
Manny Harris,"$122,942","$140,412"
Malcolm Thomas,"$103,104","$117,755"
Dennis Horner,"$91,642","$104,664"
Larry Owens,"$86,052","$98,279"
Brian Skinner,"$65,446","$74,745"
Ike Diogu,"$64,028","$73,126"
Andre Emmett,"$61,433","$70,162"
Ben Uzoh,"$61,433","$70,162"
Garret Siler,"$51,097","$58,357"
Courtney Fortson,"$42,009","$47,978"
