Player,Salary,Adjusted
LeBron James,"$30,963,450","$33,119,038"
Al Horford,"$26,540,100","$28,387,747"
Kevin Durant,"$26,540,100","$28,387,747"
James Harden,"$26,540,100","$28,387,747"
Mike Conley,"$26,540,100","$28,387,747"
Russell Westbrook,"$26,540,100","$28,387,747"
DeMar DeRozan,"$26,540,100","$28,387,747"
Dirk Nowitzki,"$25,000,000","$26,740,430"
Carmelo Anthony,"$24,559,380","$26,269,135"
Damian Lillard,"$24,328,425","$26,022,101"
Chris Bosh,"$23,741,060","$25,393,846"
Dwight Howard,"$23,500,000","$25,136,004"
Dwyane Wade,"$23,200,000","$24,815,119"
Chris Paul,"$22,868,827","$24,460,890"
Harrison Barnes,"$22,116,750","$23,656,456"
Andre Drummond,"$22,116,750","$23,656,456"
Chandler Parsons,"$22,116,750","$23,656,456"
Hassan Whiteside,"$22,116,750","$23,656,456"
Anthony Davis,"$22,116,750","$23,656,456"
Bradley Beal,"$22,116,750","$23,656,456"
Derrick Rose,"$21,323,252","$22,807,717"
Brook Lopez,"$21,165,675","$22,639,170"
Kevin Love,"$21,165,675","$22,639,170"
DeAndre Jordan,"$21,165,675","$22,639,170"
Marc Gasol,"$21,165,675","$22,639,170"
Nicolas Batum,"$20,869,566","$22,322,446"
LaMarcus Aldridge,"$20,575,005","$22,007,379"
Blake Griffin,"$20,093,064","$21,491,886"
Paul Millsap,"$20,072,033","$21,469,391"
Ryan Anderson,"$18,735,364","$20,039,667"
Allen Crabbe,"$18,500,000","$19,787,918"
Paul George,"$18,100,000","$19,360,071"
Luol Deng,"$18,000,000","$19,253,109"
Kyrie Irving,"$17,638,063","$18,865,975"
Kawhi Leonard,"$17,638,063","$18,865,975"
Jimmy Butler,"$17,552,209","$18,774,144"
Tobias Harris,"$17,200,000","$18,397,415"
Wesley Matthews,"$17,145,838","$18,339,483"
Greg Monroe,"$17,145,838","$18,339,483"
Enes Kanter,"$17,145,838","$18,339,483"
Joakim Noah,"$17,000,000","$18,183,492"
Evan Fournier,"$17,000,000","$18,183,492"
Bismack Biyombo,"$17,000,000","$18,183,492"
Klay Thompson,"$16,663,575","$17,823,646"
Evan Turner,"$16,393,443","$17,534,708"
Gordon Hayward,"$16,073,140","$17,192,107"
Timofey Mozgov,"$16,000,000","$17,113,875"
Ian Mahinmi,"$16,000,000","$17,113,875"
Goran Dragic,"$15,891,725","$16,998,062"
DeMarcus Cousins,"$15,756,438","$16,853,357"
John Wall,"$15,756,438","$16,853,357"
Kent Bazemore,"$15,730,337","$16,825,439"
Pau Gasol,"$15,500,000","$16,579,066"
Tristan Thompson,"$15,330,435","$16,397,697"
Draymond Green,"$15,330,435","$16,397,697"
Khris Middleton,"$15,200,000","$16,258,181"
Danilo Gallinari,"$15,050,000","$16,097,738"
Jeff Green,"$15,000,000","$16,044,258"
Reggie Jackson,"$14,956,522","$15,997,753"
Deron Williams,"$14,885,520","$15,921,807"
Tony Parker,"$14,445,313","$15,450,955"
Jonas Valanciunas,"$14,382,023","$15,383,259"
DeMarre Carroll,"$14,200,000","$15,188,564"
Rajon Rondo,"$14,000,000","$14,974,640"
Eric Bledsoe,"$14,000,000","$14,974,640"
Manu Ginobili,"$14,000,000","$14,974,640"
Ricky Rubio,"$13,400,000","$14,332,870"
Rudy Gay,"$13,333,333","$14,261,562"
Jamal Crawford,"$13,253,012","$14,175,649"
Robin Lopez,"$13,219,250","$14,139,537"
Michael Kidd-Gilchrist,"$13,000,000","$13,905,023"
JR Smith,"$12,800,000","$13,691,100"
Brandon Knight,"$12,606,250","$13,483,861"
Jordan Clarkson,"$12,500,000","$13,370,215"
Arron Afflalo,"$12,500,000","$13,370,215"
Tyson Chandler,"$12,415,000","$13,279,297"
Miles Plumlee,"$12,400,000","$13,263,253"
Eric Gordon,"$12,385,665","$13,247,920"
John Henson,"$12,267,606","$13,121,642"
Marvin Williams,"$12,250,000","$13,102,810"
Serge Ibaka,"$12,250,000","$13,102,810"
Stephen Curry,"$12,112,359","$12,955,587"
Nikola Pekovic,"$12,100,000","$12,942,368"
Kenneth Faried,"$12,078,652","$12,919,534"
Thaddeus Young,"$12,078,652","$12,919,534"
Amir Johnson,"$12,000,000","$12,835,406"
Kemba Walker,"$12,000,000","$12,835,406"
Kyle Lowry,"$12,000,000","$12,835,406"
Marcin Gortat,"$12,000,000","$12,835,406"
Nikola Vucevic,"$11,750,000","$12,568,002"
Solomon Hill,"$11,709,603","$12,524,792"
Jeremy Lin,"$11,483,254","$12,282,686"
Andrew Bogut,"$11,410,378","$12,204,735"
Courtney Lee,"$11,242,000","$12,024,636"
Wilson Chandler,"$11,233,146","$12,015,166"
Andre Iguodala,"$11,131,368","$11,906,302"
Derrick Favors,"$11,050,000","$11,819,270"
Austin Rivers,"$11,000,000","$11,765,789"
Jrue Holiday,"$11,000,000","$11,765,789"
Joe Johnson,"$11,000,000","$11,765,789"
Jon Leuer,"$10,991,957","$11,757,186"
Anderson Varejao,"$10,851,659","$11,607,121"
Monta Ellis,"$10,763,500","$11,512,824"
Mirza Teletovic,"$10,500,000","$11,230,980"
Jared Dudley,"$10,470,000","$11,198,892"
Al Jefferson,"$10,230,179","$10,942,375"
Tyreke Evans,"$10,203,755","$10,914,111"
Zach Randolph,"$10,000,000","$10,696,172"
Terrence Ross,"$10,000,000","$10,696,172"
Danny Green,"$10,000,000","$10,696,172"
Alec Burks,"$9,904,495","$10,594,018"
Omer Asik,"$9,904,494","$10,594,017"
Iman Shumpert,"$9,662,922","$10,335,627"
Matthew Dellavedova,"$9,607,500","$10,276,347"
Jerryd Bayless,"$9,424,084","$10,080,162"
Trevor Booker,"$9,250,000","$9,893,959"
Meyers Leonard,"$9,213,484","$9,854,901"
Gerald Henderson,"$9,000,000","$9,626,554"
Moe Harkless,"$8,988,764","$9,614,536"
Taj Gibson,"$8,950,000","$9,573,074"
E'Twaun Moore,"$8,801,363","$9,414,089"
Kris Humphries,"$8,630,000","$9,230,795"
Ersan Ilyasova,"$8,400,000","$8,984,784"
Dwight Powell,"$8,375,000","$8,958,044"
Avery Bradley,"$8,269,663","$8,845,373"
Tiago Splitter,"$8,250,000","$8,824,341"
Darrell Arthur,"$8,070,175","$8,631,998"
Kosta Koufos,"$8,046,500","$8,606,674"
Tyler Zeller,"$8,000,000","$8,556,937"
Jeff Teague,"$8,000,000","$8,556,937"
Kevin Garnett,"$8,000,000","$8,556,937"
Garrett Temple,"$8,000,000","$8,556,937"
Anthony Tolliver,"$8,000,000","$8,556,937"
George Hill,"$8,000,000","$8,556,937"
Channing Frye,"$7,806,971","$8,350,470"
Trevor Ariza,"$7,800,000","$8,343,014"
Jose Calderon,"$7,708,427","$8,245,065"
Al-Farouq Aminu,"$7,680,965","$8,215,692"
Cole Aldrich,"$7,643,979","$8,176,131"
Corey Brewer,"$7,612,172","$8,142,110"
Festus Ezeli,"$7,400,000","$7,915,167"
Markieff Morris,"$7,400,000","$7,915,167"
JJ Redick,"$7,377,500","$7,891,100"
Cory Joseph,"$7,315,000","$7,824,249"
DJ Augustin,"$7,250,000","$7,754,724"
Jeremy Lamb,"$7,000,000","$7,487,320"
Louis Williams,"$7,000,000","$7,487,320"
Rodney Stuckey,"$7,000,000","$7,487,320"
Boris Diaw,"$7,000,000","$7,487,320"
Sergio Rodriguez,"$6,800,000","$7,273,397"
Carl Landry,"$6,750,000","$7,219,916"
Ed Davis,"$6,666,667","$7,130,781"
Isaiah Thomas,"$6,587,131","$7,045,708"
Victor Oladipo,"$6,552,960","$7,009,158"
Jodie Meeks,"$6,540,000","$6,995,296"
Matt Barnes,"$6,508,351","$6,961,443"
Aron Baynes,"$6,500,000","$6,952,511"
Marco Belinelli,"$6,333,333","$6,774,241"
Jae Crowder,"$6,286,408","$6,724,050"
Tarik Black,"$6,191,000","$6,622,000"
Lance Thomas,"$6,191,000","$6,622,000"
Andrew Nicholson,"$6,088,993","$6,512,891"
Patrick Patterson,"$6,050,000","$6,471,184"
Andrew Wiggins,"$6,006,600","$6,424,762"
Ramon Sessions,"$6,000,000","$6,417,703"
Ishmael Smith,"$6,000,000","$6,417,703"
Patrick Beverley,"$6,000,000","$6,417,703"
Wayne Ellington,"$6,000,000","$6,417,703"
Alex Abrines,"$5,994,764","$6,412,102"
Karl-Anthony Towns,"$5,960,160","$6,375,089"
Ben Simmons,"$5,903,160","$6,314,121"
Otto Porter,"$5,893,981","$6,304,303"
Nikola Mirotic,"$5,782,450","$6,185,008"
Shaun Livingston,"$5,782,450","$6,185,008"
Josh McRoberts,"$5,782,450","$6,185,008"
Spencer Hawes,"$5,782,450","$6,185,008"
Brandan Wright,"$5,709,880","$6,107,385"
Tim Duncan,"$5,643,750","$6,036,652"
Boban Marjanovic,"$5,628,000","$6,019,805"
Wesley Johnson,"$5,628,000","$6,019,805"
Tyler Johnson,"$5,628,000","$6,019,805"
Jared Sullinger,"$5,628,000","$6,019,805"
Brandon Jennings,"$5,587,318","$5,976,290"
Nick Young,"$5,443,918","$5,822,908"
Jabari Parker,"$5,374,320","$5,748,465"
Lance Stephenson,"$5,371,672","$5,745,631"
D'Angelo Russell,"$5,332,800","$5,704,054"
Josh Smith,"$5,331,729","$5,702,909"
Cody Zeller,"$5,318,313","$5,688,559"
PJ Tucker,"$5,300,000","$5,668,971"
Brandon Ingram,"$5,281,680","$5,649,375"
Kyle Korver,"$5,239,437","$5,604,191"
Darren Collison,"$5,229,454","$5,593,513"
Larry Sanders,"$5,207,722","$5,570,269"
Langston Galloway,"$5,200,000","$5,562,009"
Derrick Williams,"$5,020,145","$5,369,632"
Jonas Jerebko,"$5,000,000","$5,348,086"
Luis Scola,"$5,000,000","$5,348,086"
Roy Hibbert,"$5,000,000","$5,348,086"
Tony Allen,"$5,000,000","$5,348,086"
CJ Watson,"$5,000,000","$5,348,086"
Jason Smith,"$5,000,000","$5,348,086"
Alexis Ajinca,"$4,863,206","$5,201,768"
Mike Dunleavy,"$4,837,500","$5,174,273"
Kyle Singler,"$4,837,500","$5,174,273"
Joel Embiid,"$4,826,160","$5,162,143"
Alex Len,"$4,823,621","$5,159,428"
Jahlil Okafor,"$4,788,840","$5,122,225"
Jaylen Brown,"$4,743,000","$5,073,194"
Marcus Morris,"$4,625,000","$4,946,979"
CJ Miles,"$4,583,450","$4,902,536"
Jameer Nelson,"$4,540,525","$4,856,623"
Nerlens Noel,"$4,384,490","$4,689,725"
Aaron Gordon,"$4,351,320","$4,654,246"
Greivis Vasquez,"$4,347,826","$4,650,509"
Kristaps Porzingis,"$4,317,720","$4,618,307"
Dragan Bender,"$4,276,320","$4,574,025"
Vince Carter,"$4,264,057","$4,560,908"
Devin Harris,"$4,227,996","$4,522,337"
Jose Juan Barea,"$4,096,950","$4,382,168"
Ben McLemore,"$4,008,882","$4,287,969"
Thabo Sefolosha,"$4,000,000","$4,278,468"
James Johnson,"$4,000,000","$4,278,468"
Udonis Haslem,"$4,000,000","$4,278,468"
Jordan Hill,"$4,000,000","$4,278,468"
Leandro Barbosa,"$4,000,000","$4,278,468"
Dante Exum,"$3,940,320","$4,214,634"
Kyle O'Quinn,"$3,918,750","$4,191,562"
Mario Hezonja,"$3,909,840","$4,182,032"
Kris Dunn,"$3,872,520","$4,142,114"
Nemanja Bjelica,"$3,800,000","$4,064,545"
Nick Collison,"$3,750,000","$4,011,064"
Kentavious Caldwell-Pope,"$3,678,319","$3,934,393"
Quincy Pondexter,"$3,617,978","$3,869,851"
Marcus Smart,"$3,578,880","$3,828,031"
Bojan Bogdanovic,"$3,573,020","$3,821,763"
Willie Cauley-Stein,"$3,551,160","$3,798,381"
Will Barton,"$3,533,333","$3,779,313"
Paul Pierce,"$3,527,920","$3,773,523"
Buddy Hield,"$3,517,200","$3,762,057"
Mike Miller,"$3,500,000","$3,743,660"
Lavoy Allen,"$3,500,000","$3,743,660"
Brandon Rush,"$3,500,000","$3,743,660"
Anthony Morrow,"$3,488,000","$3,730,824"
Trey Burke,"$3,386,597","$3,622,362"
Kevin Martin,"$3,336,000","$3,568,243"
KJ McDaniels,"$3,333,333","$3,565,390"
Mike Scott,"$3,333,333","$3,565,390"
