Player,Salary,Adjusted
Wesley Person,"$7,000,000","$10,031,011"
Austin Croshere,"$6,960,000","$9,973,691"
Jermaine O'Neal,"$6,900,000","$9,887,711"
Luc Longley,"$6,900,000","$9,887,711"
Erick Dampier,"$6,858,500","$9,828,241"
Arvydas Sabonis,"$6,850,000","$9,816,061"
Marcus Camby,"$6,750,000","$9,672,761"
Ron Mercer,"$6,750,000","$9,672,761"
Kelvin Cato,"$6,696,000","$9,595,379"
Tyrone Hill,"$6,600,000","$9,457,811"
Bo Outlaw,"$6,585,000","$9,436,315"
Jerry Stackhouse,"$6,375,000","$9,135,385"
Bonzi Wells,"$6,300,000","$9,027,910"
Doug Christie,"$6,250,000","$8,956,260"
Rashard Lewis,"$6,233,766","$8,932,997"
Nick Anderson,"$6,101,906","$8,744,041"
Shandon Anderson,"$6,100,000","$8,741,310"
Michael Olowokandi,"$6,061,213","$8,685,728"
Lorenzen Wright,"$6,050,000","$8,669,660"
Chris Mills,"$6,000,000","$8,598,010"
Steve Nash,"$5,750,000","$8,239,759"
Hakeem Olajuwon,"$5,694,231","$8,159,842"
Eddie Robinson,"$5,687,000","$8,149,480"
Bob Sura,"$5,639,999","$8,082,127"
Tariq Abdul-Wahad,"$5,625,000","$8,060,634"
Predrag Stojakovic,"$5,625,000","$8,060,634"
Charlie Ward,"$5,570,000","$7,981,819"
Jason Williams,"$5,500,000","$7,881,509"
Michael Dickerson,"$5,500,000","$7,881,509"
Loy Vaught,"$5,364,964","$7,688,002"
Alvin Williams,"$5,350,000","$7,666,558"
Howard Eisley,"$5,312,500","$7,612,821"
Robert Horry,"$5,300,000","$7,594,908"
Jason Caffey,"$5,250,000","$7,523,258"
Jerome Williams,"$5,250,000","$7,523,258"
Vitaly Potapenko,"$5,238,750","$7,507,137"
Ben Wallace,"$5,200,000","$7,451,608"
Donyell Marshall,"$5,186,542","$7,432,322"
Christian Laettner,"$5,062,500","$7,254,570"
Al Harrington,"$5,060,000","$7,250,988"
Brent Barry,"$5,040,000","$7,222,328"
Danny Fortson,"$5,039,068","$7,220,992"
Eric Williams,"$5,004,000","$7,170,740"
Brevin Knight,"$5,000,000","$7,165,008"
Calvin Booth,"$4,992,900","$7,154,834"
Avery Johnson,"$4,991,800","$7,153,257"
Joe Smith,"$4,991,800","$7,153,257"
Clarence Weatherspoon,"$4,991,800","$7,153,257"
Todd MacCulloch,"$4,991,800","$7,153,257"
Ruben Patterson,"$4,991,800","$7,153,257"
Cuttino Mobley,"$4,903,750","$7,027,081"
Kurt Thomas,"$4,903,750","$7,027,081"
Jahidi White,"$4,903,750","$7,027,081"
Elton Brand,"$4,895,656","$7,015,483"
Sam Cassell,"$4,850,000","$6,950,058"
Scot Pollard,"$4,826,874","$6,916,918"
Brad Miller,"$4,800,000","$6,878,408"
Nazr Mohammed,"$4,750,000","$6,806,757"
Ricky Davis,"$4,546,000","$6,514,425"
Chauncey Billups,"$4,546,000","$6,514,425"
Devean George,"$4,546,000","$6,514,425"
Jerome James,"$4,546,000","$6,514,425"
Keon Clark,"$4,546,000","$6,514,425"
Danny Ferry,"$4,546,000","$6,514,425"
Larry Hughes,"$4,546,000","$6,514,425"
Mark Jackson,"$4,530,000","$6,491,496"
Corliss Williamson,"$4,500,000","$6,448,507"
Aaron McKie,"$4,500,000","$6,448,507"
Jim McIlvaine,"$4,400,000","$6,305,207"
Adonal Foyle,"$4,400,000","$6,305,207"
Steve Francis,"$4,383,581","$6,281,678"
Anthony Mason,"$4,370,819","$6,263,390"
Malik Rose,"$4,370,000","$6,262,217"
Rick Fox,"$4,340,231","$6,219,558"
Derek Strong,"$4,212,000","$6,035,803"
Michael Stewart,"$4,160,000","$5,961,286"
Eric Snow,"$4,125,000","$5,911,131"
Lamond Murray,"$4,125,000","$5,911,131"
Kenyon Martin,"$4,067,160","$5,828,247"
Brent Price,"$4,048,000","$5,800,790"
Darrell Armstrong,"$4,010,000","$5,746,336"
Tony Battie,"$4,000,000","$5,732,006"
Shawn Bradley,"$4,000,000","$5,732,006"
Travis Knight,"$4,000,000","$5,732,006"
Matt Harpring,"$4,000,000","$5,732,006"
Ervin Johnson,"$3,998,679","$5,730,113"
Kwame Brown,"$3,974,760","$5,695,837"
Baron Davis,"$3,942,922","$5,650,213"
Lindsey Hunter,"$3,870,912","$5,547,023"
Yao Ming,"$3,858,240","$5,528,864"
Zeljko Rebraca,"$3,850,000","$5,517,056"
Tracy Murray,"$3,740,000","$5,359,426"
Anthony Carter,"$3,656,250","$5,239,412"
Stromile Swift,"$3,639,000","$5,214,693"
Chucky Atkins,"$3,600,000","$5,158,806"
David Wesley,"$3,600,000","$5,158,806"
Marc Jackson,"$3,575,000","$5,122,980"
Lamar Odom,"$3,557,585","$5,098,025"
Tyson Chandler,"$3,556,200","$5,096,040"
Bruce Bowen,"$3,550,000","$5,087,155"
Jay Williams,"$3,451,920","$4,946,607"
Jud Buechler,"$3,450,000","$4,943,855"
Antonio Daniels,"$3,375,000","$4,836,380"
Anthony Peeler,"$3,350,812","$4,801,719"
Lawrence Funderburke,"$3,300,000","$4,728,905"
Darius Miles,"$3,267,960","$4,682,992"
Andrew DeClercq,"$3,262,500","$4,675,167"
Jonathan Bender,"$3,226,745","$4,623,930"
Pau Gasol,"$3,193,680","$4,576,548"
Jon Barry,"$3,175,000","$4,549,780"
Moochie Norris,"$3,150,000","$4,513,955"
Evan Eschmeyer,"$3,103,800","$4,447,750"
Mike Dunleavy,"$3,100,080","$4,442,419"
LaPhonso Ellis,"$3,100,000","$4,442,305"
Eduardo Najera,"$3,047,620","$4,367,244"
Chris Whitney,"$3,000,000","$4,299,005"
Eric Piatkowski,"$3,000,000","$4,299,005"
Derek Fisher,"$3,000,000","$4,299,005"
Michael Redd,"$3,000,000","$4,299,005"
Jeff McInnis,"$3,000,000","$4,299,005"
Marcus Fizer,"$2,946,240","$4,221,966"
Matt Maloney,"$2,945,716","$4,221,215"
Wally Szczerbiak,"$2,933,187","$4,203,261"
Eddy Curry,"$2,879,280","$4,126,013"
Rodney Rogers,"$2,796,000","$4,006,672"
Drew Gooden,"$2,794,920","$4,005,125"
Chris Crawford,"$2,750,000","$3,940,754"
Eric Montross,"$2,720,000","$3,897,764"
Tony Delk,"$2,700,000","$3,869,104"
Aaron Williams,"$2,700,000","$3,869,104"
Othella Harrington,"$2,700,000","$3,869,104"
Randy Brown,"$2,700,000","$3,869,104"
Bobby Jackson,"$2,700,000","$3,869,104"
Hubert Davis,"$2,687,500","$3,851,191"
Richard Hamilton,"$2,681,783","$3,842,999"
Mike Miller,"$2,668,080","$3,823,363"
Horace Grant,"$2,661,538","$3,813,988"
Lucious Harris,"$2,640,000","$3,783,124"
Sean Rooks,"$2,640,000","$3,783,124"
Steve Kerr,"$2,625,000","$3,761,629"
Jason Richardson,"$2,607,360","$3,736,351"
Jamie Feick,"$2,600,000","$3,725,804"
Michael Curry,"$2,600,000","$3,725,804"
George Lynch,"$2,600,000","$3,725,804"
George McCloud,"$2,599,900","$3,725,661"
Tony Massenburg,"$2,541,098","$3,641,397"
Nikoloz Tskitishvili,"$2,530,920","$3,626,812"
Andre Miller,"$2,460,709","$3,526,200"
Mikki Moore,"$2,459,142","$3,523,954"
Radoslav Nesterovic,"$2,436,813","$3,491,957"
DerMarr Johnson,"$2,423,280","$3,472,564"
Bimbo Coles,"$2,400,000","$3,439,204"
Stacey Augmon,"$2,400,000","$3,439,204"
Greg Buckner,"$2,400,000","$3,439,204"
John Amaechi,"$2,392,500","$3,428,456"
Shane Battier,"$2,368,200","$3,393,634"
Pat Garrity,"$2,350,000","$3,367,553"
Dajuan Wagner,"$2,298,840","$3,294,241"
Shawn Marion,"$2,265,375","$3,246,286"
Chris Mihm,"$2,212,200","$3,170,086"
Eddie Griffin,"$2,161,920","$3,098,034"
Jason Terry,"$2,153,934","$3,086,591"
Cory Alexander,"$2,149,259","$3,079,891"
Corey Maggette,"$2,069,764","$2,965,975"
Lorenzo Williams,"$2,068,000","$2,963,447"
Jamal Crawford,"$2,026,680","$2,904,235"
Shammond Williams,"$2,000,000","$2,866,003"
Bryant Stith,"$2,000,000","$2,866,003"
Troy Hudson,"$2,000,000","$2,866,003"
DeSagana Diop,"$1,980,600","$2,838,203"
Nenê,"$1,945,520","$2,787,933"
Chris Wilcox,"$1,922,520","$2,754,974"
Metta World Peace,"$1,904,860","$2,729,667"
Wang Zhizhi,"$1,900,000","$2,722,703"
Tyronn Lue,"$1,870,000","$2,679,713"
Joel Przybilla,"$1,862,880","$2,669,510"
Patrick Ewing,"$1,850,000","$2,651,053"
Rodney White,"$1,820,520","$2,608,808"
Keyon Dooling,"$1,769,760","$2,536,069"
Amare Stoudemire,"$1,767,120","$2,532,285"
Chris Childs,"$1,750,000","$2,507,752"
Marko Jaric,"$1,750,000","$2,507,752"
Joe Johnson,"$1,729,560","$2,478,462"
James Posey,"$1,723,606","$2,469,930"
Jerome Moiso,"$1,681,200","$2,409,162"
Caron Butler,"$1,678,800","$2,405,723"
Muggsy Bogues,"$1,659,120","$2,377,521"
Kedrick Brown,"$1,643,040","$2,354,479"
Etan Thomas,"$1,597,200","$2,288,790"
Jared Jeffries,"$1,594,920","$2,285,523"
Dion Glover,"$1,584,312","$2,270,321"
Jeff Foster,"$1,571,335","$2,251,725"
Vladimir Radmanovic,"$1,560,840","$2,236,686"
Kenny Thomas,"$1,557,684","$2,232,163"
Samaki Walker,"$1,540,000","$2,206,822"
Courtney Alexander,"$1,517,280","$2,174,264"
Greg Anthony,"$1,500,000","$2,149,502"
Cezary Trybanski,"$1,500,000","$2,149,502"
Melvin Ely,"$1,490,120","$2,135,344"
Richard Jefferson,"$1,482,840","$2,124,912"
Mateen Cleaves,"$1,441,440","$2,065,585"
Marcus Haislip,"$1,439,400","$2,062,662"
Matt Bullard,"$1,430,000","$2,049,192"
Jumaine Jones,"$1,419,026","$2,033,466"
Troy Murphy,"$1,408,680","$2,018,640"
Corie Blount,"$1,400,000","$2,006,202"
Fred Hoiberg,"$1,400,000","$2,006,202"
Stanislav Medvedenko,"$1,400,000","$2,006,202"
Gordan Giricek,"$1,400,000","$2,006,202"
Travis Best,"$1,400,000","$2,006,202"
Michael Doleac,"$1,400,000","$2,006,202"
Bryon Russell,"$1,400,000","$2,006,202"
Jason Collier,"$1,369,440","$1,962,409"
Fred Jones,"$1,367,400","$1,959,486"
Vladimir Stepania,"$1,350,000","$1,934,552"
Steven Hunter,"$1,338,240","$1,917,700"
Manu Ginobili,"$1,325,000","$1,898,727"
Hidayet Turkoglu,"$1,300,920","$1,864,220"
Bryce Drew,"$1,300,000","$1,862,902"
Kirk Haston,"$1,271,400","$1,821,918"
Earl Boykins,"$1,243,605","$1,782,087"
Desmond Mason,"$1,235,880","$1,771,018"
Jiri Welsch,"$1,234,080","$1,768,438"
Bostjan Nachbar,"$1,224,000","$1,753,994"
Earl Watson,"$1,215,000","$1,741,097"
Michael Bradley,"$1,207,800","$1,730,779"
Quentin Richardson,"$1,174,080","$1,682,458"
Juan Dixon,"$1,172,400","$1,680,051"
Jarron Collins,"$1,150,000","$1,647,951"
Jason Collins,"$1,147,440","$1,644,283"
Jamaal Magloire,"$1,121,280","$1,606,796"
Curtis Borchardt,"$1,113,720","$1,595,962"
Ryan Bowen,"$1,111,111","$1,592,223"
Don Reid,"$1,100,000","$1,576,301"
Zach Randolph,"$1,095,720","$1,570,168"
Speedy Claxton,"$1,076,400","$1,542,482"
Ryan Humphrey,"$1,063,680","$1,524,255"
Brendan Haywood,"$1,051,920","$1,507,403"
Morris Peterson,"$1,033,320","$1,480,749"
Popeye Jones,"$1,030,000","$1,475,991"
Walt Williams,"$1,030,000","$1,475,991"
Mark Bryant,"$1,030,000","$1,475,991"
Brian Shaw,"$1,030,000","$1,475,991"
Kendall Gill,"$1,030,000","$1,475,991"
Rod Strickland,"$1,030,000","$1,475,991"
Scott Williams,"$1,030,000","$1,475,991"
Chris Dudley,"$1,030,000","$1,475,991"
Kevin Willis,"$1,030,000","$1,475,991"
Charles Oakley,"$1,030,000","$1,475,991"
Michael Jordan,"$1,030,000","$1,475,991"
Kareem Rush,"$1,021,080","$1,463,209"
Joseph Forte,"$1,009,920","$1,447,217"
Tim Hardaway,"$1,000,000","$1,433,001"
Mehmet Okur,"$1,000,000","$1,433,001"
Kevin Ollie,"$1,000,000","$1,433,001"
Calbert Cheaney,"$1,000,000","$1,433,001"
Donnell Harvey,"$992,040","$1,421,594"
Qyntel Woods,"$980,280","$1,404,742"
Jeryl Sasser,"$969,480","$1,389,266"
DeShawn Stevenson,"$952,320","$1,364,676"
Casey Jacobsen,"$941,040","$1,348,511"
Brandon Armstrong,"$930,720","$1,333,723"
Tayshaun Prince,"$903,360","$1,294,516"
Efthimios Rentzias,"$903,360","$1,294,516"
Danny Manning,"$900,000","$1,289,701"
Andrei Kirilenko,"$893,400","$1,280,243"
Monty Williams,"$887,435","$1,271,695"
Iakovos Tsakalidis,"$877,680","$1,257,716"
Gerald Wallace,"$857,760","$1,229,171"
Bobby Simmons,"$849,892","$1,217,896"
Mamadou N'diaye,"$848,520","$1,215,930"
Amal McCaskill,"$843,212","$1,208,324"
Frank Williams,"$832,560","$1,193,059"
Dalibor Bagaric,"$830,947","$1,190,748"
Emanual Davis,"$824,935","$1,182,133"
Cherokee Parks,"$824,935","$1,182,133"
Gary Trent,"$824,935","$1,182,133"
Voshon Lenard,"$824,935","$1,182,133"
Mark Madsen,"$813,000","$1,165,030"
Jamaal Tinsley,"$805,320","$1,154,024"
Primoz Brezec,"$805,320","$1,154,024"
Tony Parker,"$800,400","$1,146,974"
J.R. Reid,"$800,000","$1,146,401"
Jim Jackson,"$791,341","$1,133,992"
Chris Jefferies,"$781,800","$1,120,320"
Dan Dickau,"$776,880","$1,113,270"
Walter McCarty,"$762,435","$1,092,570"
Mark Blount,"$762,435","$1,092,570"
Erick Strickland,"$762,435","$1,092,570"
Milt Palacio,"$750,000","$1,074,751"
Robert Traylor,"$750,000","$1,074,751"
Darvin Ham,"$699,935","$1,003,008"
Anthony Johnson,"$699,935","$1,003,008"
Rick Brunson,"$699,935","$1,003,008"
Jacque Vaughn,"$699,935","$1,003,008"
Stephen Jackson,"$699,935","$1,003,008"
Samuel Dalembert,"$691,100","$990,347"
Erick Barkley,"$682,500","$978,023"
John Salmons,"$670,800","$961,257"
Loren Woods,"$662,435","$949,270"
Bruno Sundov,"$637,435","$913,445"
Adrian Griffin,"$637,435","$913,445"
Eddie House,"$637,435","$913,445"
Felipe Lopez,"$637,435","$913,445"
Mark Pope,"$637,435","$913,445"
Brian Skinner,"$637,435","$913,445"
Charles Smith,"$637,435","$913,445"
Damon Jones,"$637,435","$913,445"
Jelani McCoy,"$637,435","$913,445"
Raja Bell,"$612,435","$877,620"
Sean Marks,"$612,435","$877,620"
Ansu Sesay,"$612,435","$877,620"
Scott Padgett,"$612,435","$877,620"
Ira Newble,"$587,435","$841,795"
Ruben Wolkowyski,"$587,435","$841,795"
Pepe Sanchez,"$587,435","$841,795"
Juaquin Hawkins,"$587,435","$841,795"
Lavor Postell,"$587,435","$841,795"
Lee Nailon,"$587,435","$841,795"
Olumide Oyedeji,"$587,435","$841,795"
Dan Langhi,"$587,435","$841,795"
Jake Voskuhl,"$587,435","$841,795"
Brian Cardinal,"$587,435","$841,795"
Raul Lopez,"$578,160","$828,504"
Carlos Arroyo,"$546,000","$782,418"
Predrag Drobnjak,"$526,413","$754,350"
Mengke Bateer,"$512,453","$734,346"
Brian Scalabrine,"$512,435","$734,320"
Trenton Hassell,"$512,435","$734,320"
Chris Andersen,"$512,435","$734,320"
Gilbert Arenas,"$512,435","$734,320"
Terence Morris,"$512,435","$734,320"
Jamison Brewer,"$512,435","$734,320"
Tremaine Fowlkes,"$512,435","$734,320"
Malik Allen,"$512,435","$734,320"
Mike James,"$512,435","$734,320"
Kenny Satterfield,"$512,435","$734,320"
Alton Ford,"$512,435","$734,320"
Ruben Boumtje-Boumtje,"$512,435","$734,320"
Greg Foster,"$401,951","$575,996"
JR Bremer,"$349,458","$500,773"
Tamar Slay,"$349,458","$500,773"
Lonny Baxter,"$349,458","$500,773"
Roger Mason,"$349,458","$500,773"
Carlos Boozer,"$349,458","$500,773"
Smush Parker,"$349,458","$500,773"
Junior Harrington,"$349,458","$500,773"
Predrag Savovic,"$349,458","$500,773"
Vincent Yarbrough,"$349,458","$500,773"
Tito Maddox,"$349,458","$500,773"
Jannero Pargo,"$349,458","$500,773"
Chris Owens,"$349,458","$500,773"
Mike Batiste,"$349,458","$500,773"
Robert Archibald,"$349,458","$500,773"
Ken Johnson,"$349,458","$500,773"
Rasual Butler,"$349,458","$500,773"
Sean Lampley,"$349,458","$500,773"
Dan Gadzuric,"$349,458","$500,773"
Jamal Sampson,"$349,458","$500,773"
Ronald Murray,"$349,458","$500,773"
Igor Rakocevic,"$349,458","$500,773"
Reggie Evans,"$349,458","$500,773"
Pat Burke,"$349,458","$500,773"
Sam Clancy,"$349,458","$500,773"
Nate Huffman,"$349,458","$500,773"
Reggie Slater,"$321,926","$461,320"
Art Long,"$229,243","$328,504"
Jermaine Jackson,"$171,932","$246,378"
Oscar Torres,"$168,729","$241,788"
Adam Harrington,"$140,636","$201,531"
Anthony Goldwire,"$139,925","$200,512"
John Crotty,"$138,171","$197,998"
Pete Mickeal,"$136,374","$195,424"
Soumaila Samake,"$124,984","$179,102"
Ratko Varda,"$124,984","$179,102"
Dean Oliver,"$118,735","$170,147"
Antonio Harvey,"$60,361","$86,497"
Mark Strickland,"$60,361","$86,497"
Mike Wilks,"$55,402","$79,390"
Rafer Alston,"$37,344","$53,514"
Guy Rucker,"$34,946","$50,077"
Devin Brown,"$34,946","$50,077"
Paul Shirley,"$29,832","$42,749"
