Player,Salary,Adjusted
Tim Duncan,"$10,361,446","$11,439,417"
Danilo Gallinari,"$10,146,925","$11,202,578"
Gerald Wallace,"$10,105,855","$11,157,235"
Tiago Splitter,"$10,000,000","$11,040,367"
Stephen Curry,"$9,887,642","$10,916,320"
Paul Millsap,"$9,500,000","$10,488,349"
DeMar DeRozan,"$9,500,000","$10,488,349"
Metta World Peace,"$9,317,280","$10,286,619"
Shawn Marion,"$9,316,796","$10,286,085"
Steve Nash,"$9,300,500","$10,268,093"
Andray Blatche,"$9,170,525","$10,124,596"
Anderson Varejao,"$9,100,000","$10,046,734"
Andris Biedrins,"$9,000,000","$9,936,330"
Jeff Green,"$8,700,000","$9,605,119"
Tyrus Thomas,"$8,694,215","$9,598,732"
Jameer Nelson,"$8,600,000","$9,494,716"
Thaddeus Young,"$8,600,000","$9,494,716"
Charlie Villanueva,"$8,580,000","$9,472,635"
Al Harrington,"$8,548,107","$9,437,424"
Rodney Stuckey,"$8,500,000","$9,384,312"
Kendrick Perkins,"$8,477,437","$9,359,402"
Caron Butler,"$8,386,992","$9,259,547"
Monta Ellis,"$8,360,000","$9,229,747"
Ryan Anderson,"$8,308,500","$9,172,889"
Marcus Thornton,"$8,165,000","$9,014,460"
Jeff Teague,"$8,000,000","$8,832,294"
George Hill,"$8,000,000","$8,832,294"
OJ Mayo,"$8,000,000","$8,832,294"
Mike Conley,"$7,900,000","$8,721,890"
Ersan Ilyasova,"$7,900,000","$8,721,890"
Trevor Ariza,"$7,727,280","$8,531,201"
Marcin Gortat,"$7,727,280","$8,531,201"
Brandon Jennings,"$7,655,503","$8,451,956"
Mike Miller,"$7,599,507","$8,390,134"
John Salmons,"$7,580,000","$8,368,598"
Arron Afflalo,"$7,562,500","$8,349,278"
Taj Gibson,"$7,550,000","$8,335,477"
Goran Dragic,"$7,500,000","$8,280,275"
Marvin Williams,"$7,500,000","$8,280,275"
John Wall,"$7,459,924","$8,236,030"
Josh Childress,"$7,405,833","$8,176,311"
Tayshaun Prince,"$7,235,955","$7,988,760"
Drew Gooden,"$7,091,619","$7,829,407"
Brendan Haywood,"$7,073,500","$7,809,404"
Michael Beasley,"$7,027,424","$7,758,533"
Andrew Bynum,"$7,000,000","$7,728,256"
Manu Ginobili,"$7,000,000","$7,728,257"
Wesley Matthews,"$6,875,480","$7,590,782"
Jose Calderon,"$6,791,570","$7,498,142"
Kyle Korver,"$6,760,563","$7,463,910"
Brandon Bass,"$6,750,000","$7,452,248"
Glen Davis,"$6,750,000","$7,452,247"
Carl Landry,"$6,750,000","$7,452,248"
Evan Turner,"$6,679,866","$7,374,817"
Hidayet Turkoglu,"$6,650,359","$7,342,240"
Spencer Hawes,"$6,500,000","$7,176,238"
JJ Redick,"$6,500,000","$7,176,238"
Kevin Martin,"$6,500,000","$7,176,238"
Amir Johnson,"$6,500,000","$7,176,238"
Channing Frye,"$6,400,000","$7,065,835"
Wilson Chandler,"$6,344,164","$7,004,190"
Jarrett Jack,"$6,300,000","$6,955,431"
Chris Andersen,"$6,217,507","$6,864,356"
Kyle Lowry,"$6,210,000","$6,856,068"
Jason Richardson,"$6,204,250","$6,849,720"
Derrick Favors,"$6,008,106","$6,633,169"
Gerald Henderson,"$6,000,000","$6,624,220"
Kyrie Irving,"$5,915,880","$6,531,348"
Chuck Hayes,"$5,722,500","$6,317,850"
Jason Thompson,"$5,643,750","$6,230,907"
JR Smith,"$5,565,000","$6,143,964"
Anthony Davis,"$5,375,760","$5,935,036"
Anthony Bennett,"$5,324,280","$5,878,200"
Derrick Williams,"$5,293,080","$5,843,754"
Louis Williams,"$5,225,000","$5,768,592"
Jeremy Lin,"$5,225,000","$5,768,592"
Omer Asik,"$5,225,000","$5,768,592"
Jamal Crawford,"$5,225,000","$5,768,592"
Courtney Lee,"$5,225,000","$5,768,592"
Jason Terry,"$5,225,000","$5,768,592"
Landry Fields,"$5,225,000","$5,768,592"
Zaza Pachulia,"$5,200,000","$5,740,991"
JJ Hickson,"$5,150,000","$5,685,789"
Martell Webster,"$5,150,000","$5,685,789"
Robin Lopez,"$5,119,761","$5,652,404"
Keith Bogans,"$5,058,198","$5,584,436"
Brandan Wright,"$5,000,000","$5,520,183"
Tony Allen,"$5,000,000","$5,520,183"
Ramon Sessions,"$5,000,000","$5,520,183"
Chase Budinger,"$5,000,000","$5,520,183"
Andre Miller,"$5,000,000","$5,520,183"
DeMarcus Cousins,"$4,916,973","$5,428,518"
Michael Kidd-Gilchrist,"$4,809,840","$5,310,240"
Victor Oladipo,"$4,763,760","$5,259,366"
Enes Kanter,"$4,753,320","$5,247,840"
Boris Diaw,"$4,702,500","$5,191,732"
Jose Juan Barea,"$4,687,000","$5,174,620"
Linas Kleiza,"$4,600,000","$5,078,569"
Luc Mbah a Moute,"$4,588,384","$5,065,744"
Jonas Jerebko,"$4,500,000","$4,968,165"
Luis Scola,"$4,500,000","$4,968,165"
Corey Brewer,"$4,500,000","$4,968,165"
Ekpe Udoh,"$4,469,547","$4,934,544"
Timofey Mozgov,"$4,400,000","$4,857,761"
Earl Clark,"$4,361,518","$4,815,275"
Udonis Haslem,"$4,340,000","$4,791,519"
Luke Ridnour,"$4,320,000","$4,769,438"
Bradley Beal,"$4,319,280","$4,768,643"
Tristan Thompson,"$4,285,560","$4,731,415"
Otto Porter,"$4,278,000","$4,723,069"
Jared Dudley,"$4,250,000","$4,692,156"
Quentin Richardson,"$4,208,107","$4,645,904"
Raymond Felton,"$4,180,000","$4,614,873"
Greg Monroe,"$4,086,453","$4,511,594"
Kirk Hinrich,"$4,059,000","$4,481,285"
Ricky Rubio,"$4,002,120","$4,418,487"
Elton Brand,"$4,000,000","$4,416,147"
Steve Blake,"$4,000,000","$4,416,147"
Ian Mahinmi,"$4,000,000","$4,416,147"
Mario Chalmers,"$4,000,000","$4,416,147"
Brandon Rush,"$4,000,000","$4,416,147"
Matt Bonner,"$3,945,000","$4,355,425"
Thabo Sefolosha,"$3,900,000","$4,305,743"
Dion Waiters,"$3,894,240","$4,299,384"
Cody Zeller,"$3,857,040","$4,258,313"
Joel Anthony,"$3,800,000","$4,195,339"
Danny Green,"$3,762,500","$4,153,938"
Steve Novak,"$3,750,001","$4,140,138"
Samuel Dalembert,"$3,700,748","$4,085,761"
Al-Farouq Aminu,"$3,700,000","$4,084,936"
Thomas Robinson,"$3,526,440","$3,893,319"
Jonas Valanciunas,"$3,526,440","$3,893,319"
Jan Vesely,"$3,524,880","$3,891,597"
Marreese Speights,"$3,500,000","$3,864,128"
Jordan Hill,"$3,500,000","$3,864,128"
Gerald Green,"$3,500,000","$3,864,128"
Alex Len,"$3,492,720","$3,856,091"
Gordon Hayward,"$3,452,183","$3,811,336"
Marcus Camby,"$3,383,773","$3,735,809"
Paul George,"$3,282,003","$3,623,451"
Shane Battier,"$3,270,000","$3,610,200"
Gary Neal,"$3,250,000","$3,588,119"
Alonzo Gee,"$3,250,000","$3,588,119"
Matt Barnes,"$3,250,000","$3,588,119"
Carlos Delfino,"$3,250,000","$3,588,119"
Klay Thompson,"$3,245,151","$3,582,766"
Darrell Arthur,"$3,231,683","$3,567,896"
Mirza Teletovic,"$3,229,050","$3,564,989"
Ray Allen,"$3,229,050","$3,564,989"
Bismack Biyombo,"$3,217,680","$3,552,437"
Damian Lillard,"$3,202,920","$3,536,141"
Andrei Kirilenko,"$3,183,000","$3,514,149"
Chris Kaman,"$3,183,000","$3,514,149"
Tyler Hansbrough,"$3,183,000","$3,514,149"
Vince Carter,"$3,180,000","$3,510,836"
Nerlens Noel,"$3,172,320","$3,502,357"
Ed Davis,"$3,153,860","$3,481,977"
Jerryd Bayless,"$3,135,000","$3,461,155"
Lavoy Allen,"$3,120,000","$3,444,594"
Patrick Patterson,"$3,105,301","$3,428,366"
Alexey Shved,"$3,066,667","$3,385,713"
Larry Sanders,"$3,053,368","$3,371,030"
Mike Dunleavy,"$3,000,000","$3,312,110"
Randy Foye,"$3,000,000","$3,312,110"
Chris Copeland,"$3,000,000","$3,312,110"
Kosta Koufos,"$3,000,000","$3,312,110"
Kwame Brown,"$3,000,000","$3,312,110"
Joel Freeland,"$3,000,000","$3,312,110"
Dorell Wright,"$3,000,000","$3,312,110"
Brandon Knight,"$2,947,800","$3,254,479"
Harrison Barnes,"$2,923,920","$3,228,115"
Ben McLemore,"$2,895,960","$3,197,246"
Jimmer Fredette,"$2,813,399","$3,106,095"
Will Bynum,"$2,790,343","$3,080,641"
Kevin Seraphin,"$2,761,113","$3,048,370"
Marco Belinelli,"$2,750,000","$3,036,101"
Kemba Walker,"$2,709,720","$2,991,630"
Terrence Ross,"$2,678,640","$2,957,317"
Greg Stiemsma,"$2,676,000","$2,954,402"
Kentavious Caldwell-Pope,"$2,653,080","$2,929,097"
Josh McRoberts,"$2,652,000","$2,927,905"
Maurice Williams,"$2,652,000","$2,927,905"
Eric Bledsoe,"$2,626,473","$2,899,722"
Aaron Gray,"$2,612,500","$2,884,296"
Nick Collison,"$2,585,668","$2,854,672"
Avery Bradley,"$2,511,432","$2,772,713"
DeMarre Carroll,"$2,500,000","$2,760,091"
Wayne Ellington,"$2,500,000","$2,760,091"
Chauncey Billups,"$2,500,000","$2,760,091"
Jason Smith,"$2,500,000","$2,760,091"
Jason Maxiell,"$2,500,000","$2,760,091"
Andre Drummond,"$2,462,400","$2,718,580"
Trey Burke,"$2,438,760","$2,692,480"
Trevor Booker,"$2,350,820","$2,595,391"
Austin Rivers,"$2,339,040","$2,582,386"
Alec Burks,"$2,323,200","$2,564,898"
CJ McCollum,"$2,316,720","$2,557,744"
Quincy Pondexter,"$2,225,478","$2,457,009"
CJ Miles,"$2,225,000","$2,456,481"
Meyers Leonard,"$2,222,160","$2,453,346"
Markieff Morris,"$2,207,040","$2,436,653"
Michael Carter-Williams,"$2,200,920","$2,429,896"
Dante Cunningham,"$2,180,000","$2,406,800"
Jordan Crawford,"$2,162,418","$2,387,388"
Greivis Vasquez,"$2,150,188","$2,373,886"
Jeremy Lamb,"$2,111,160","$2,330,798"
Marcus Morris,"$2,096,760","$2,314,900"
Steven Adams,"$2,090,880","$2,308,408"
Nate Robinson,"$2,016,000","$2,225,738"
CJ Watson,"$2,016,000","$2,225,738"
Eric Maynor,"$2,016,000","$2,225,738"
Vitor Faverani,"$2,000,000","$2,208,073"
Jermaine O'Neal,"$2,000,000","$2,208,073"
Kawhi Leonard,"$1,991,760","$2,198,976"
Kelly Olynyk,"$1,986,360","$2,193,014"
John Henson,"$1,905,360","$2,103,587"
Darren Collison,"$1,900,000","$2,097,669"
Nikola Vucevic,"$1,892,280","$2,089,146"
Shabazz Muhammad,"$1,887,120","$2,083,449"
Moe Harkless,"$1,809,840","$1,998,129"
Iman Shumpert,"$1,797,600","$1,984,616"
Giannis Antetokounmpo,"$1,792,560","$1,979,052"
Royce White,"$1,777,148","$1,962,036"
Anthony Randolph,"$1,750,000","$1,932,064"
Gigi Datome,"$1,750,000","$1,932,064"
Jeff Ayres,"$1,750,000","$1,932,064"
Chris Singleton,"$1,707,720","$1,885,385"
Reggie Evans,"$1,695,636","$1,872,044"
Jeremy Evans,"$1,660,000","$1,832,701"
Tyler Zeller,"$1,633,440","$1,803,377"
Tobias Harris,"$1,630,800","$1,800,463"
Dennis Schroeder,"$1,617,840","$1,786,154"
Toney Douglas,"$1,600,000","$1,766,458"
Ronny Turiaf,"$1,600,000","$1,766,458"
John Lucas,"$1,600,000","$1,766,458"
Pablo Prigioni,"$1,591,350","$1,756,908"
Terrence Jones,"$1,551,840","$1,713,288"
Jodie Meeks,"$1,550,000","$1,711,256"
Shane Larkin,"$1,536,960","$1,696,860"
Gustavo Ayon,"$1,500,000","$1,656,055"
Chris Duhon,"$1,500,000","$1,656,055"
James Jones,"$1,500,000","$1,656,055"
Vyacheslav Kravtsov,"$1,500,000","$1,656,055"
Andrew Nicholson,"$1,482,000","$1,636,182"
Sergey Karasev,"$1,467,840","$1,620,549"
Nando De Colo,"$1,463,000","$1,615,205"
Kenneth Faried,"$1,442,880","$1,592,992"
Evan Fournier,"$1,422,720","$1,570,735"
Donatas Motiejunas,"$1,422,720","$1,570,735"
Tony Snell,"$1,409,040","$1,555,631"
Antawn Jamison,"$1,399,507","$1,545,107"
Jannero Pargo,"$1,399,507","$1,545,107"
Nazr Mohammed,"$1,399,507","$1,545,107"
Rasual Butler,"$1,399,507","$1,545,107"
Willie Green,"$1,399,507","$1,545,107"
Rashard Lewis,"$1,399,507","$1,545,107"
Kenyon Martin,"$1,399,507","$1,545,107"
Derek Fisher,"$1,399,507","$1,545,107"
Earl Watson,"$1,399,507","$1,545,107"
Jared Sullinger,"$1,365,720","$1,507,805"
Gorgui Dieng,"$1,352,640","$1,493,364"
Scotty Hopson,"$1,350,000","$1,490,449"
Reggie Jackson,"$1,329,720","$1,468,059"
Fab Melo,"$1,311,240","$1,447,657"
Victor Claver,"$1,311,240","$1,447,657"
Jared Cunningham,"$1,301,208","$1,436,581"
Mason Plumlee,"$1,298,640","$1,433,746"
MarShon Brooks,"$1,276,560","$1,409,369"
Devin Harris,"$1,272,279","$1,404,642"
Beno Udrih,"$1,272,279","$1,404,642"
Roger Mason,"$1,272,279","$1,404,642"
Shaun Livingston,"$1,265,977","$1,397,685"
Francisco Garcia,"$1,265,977","$1,397,685"
Ronnie Price,"$1,265,977","$1,397,685"
John Jenkins,"$1,258,800","$1,389,761"
Ronnie Brewer,"$1,256,250","$1,386,945"
Solomon Hill,"$1,246,680","$1,376,380"
Jordan Hamilton,"$1,234,320","$1,362,734"
Pero Antic,"$1,200,000","$1,324,844"
Hasheem Thabeet,"$1,200,000","$1,324,844"
Tim Hardaway Jr,"$1,196,760","$1,321,267"
Norris Cole,"$1,191,240","$1,315,172"
Ryan Hollins,"$1,186,459","$1,309,894"
Cory Joseph,"$1,182,600","$1,305,633"
Jimmy Butler,"$1,174,080","$1,296,227"
Tony Wroten,"$1,160,040","$1,280,726"
Reggie Bullock,"$1,149,000","$1,268,538"
Patrick Mills,"$1,133,950","$1,251,922"
Miles Plumlee,"$1,121,520","$1,238,199"
Andre Roberson,"$1,110,840","$1,226,408"
Nick Young,"$1,106,942","$1,222,104"
Jordan Farmar,"$1,106,942","$1,222,104"
Arnett Moultrie,"$1,089,240","$1,202,561"
Perry Jones,"$1,082,520","$1,195,141"
Rudy Gobert,"$1,078,800","$1,191,034"
Marquis Teague,"$1,074,720","$1,186,530"
Festus Ezeli,"$1,066,920","$1,177,918"
Archie Goodwin,"$1,064,400","$1,175,136"
Nemanja Nedovic,"$1,056,720","$1,166,657"
Kyle Singler,"$1,045,000","$1,153,718"
Aaron Brooks,"$1,027,424","$1,134,313"
Greg Oden,"$1,027,424","$1,134,313"
Anthony Morrow,"$1,027,424","$1,134,313"
Cartier Martin,"$1,003,248","$1,107,622"
Richard Hamilton,"$1,000,000","$1,104,036"
Ishmael Smith,"$985,000","$1,087,476"
Lance Stephenson,"$981,349","$1,083,445"
Alan Anderson,"$947,907","$1,046,524"
Omri Casspi,"$947,907","$1,046,524"
AJ Price,"$947,907","$1,046,524"
BJ Mullens,"$947,907","$1,046,524"
Austin Daye,"$947,907","$1,046,524"
Darius Morris,"$944,923","$1,043,228"
DeJuan Blair,"$941,000","$1,038,898"
Chandler Parsons,"$926,500","$1,022,890"
Wesley Johnson,"$916,099","$1,011,406"
Xavier Henry,"$916,099","$1,011,406"
Jeff Adrien,"$916,099","$1,011,406"
Chris Johnson,"$916,099","$1,011,406"
James Anderson,"$916,099","$1,011,406"
Garrett Temple,"$916,099","$1,011,406"
Jon Leuer,"$900,000","$993,633"
Mike James,"$889,097","$981,595"
Shelvin Mack,"$884,293","$976,291"
Greg Smith,"$884,293","$976,291"
Josh Harrellson,"$884,293","$976,291"
Donald Sloan,"$884,293","$976,291"
Lance Thomas,"$884,293","$976,291"
Cole Aldrich,"$884,293","$976,291"
E'Twaun Moore,"$884,293","$976,291"
PJ Tucker,"$884,293","$976,291"
Isaiah Thomas,"$884,293","$976,291"
Julyan Stone,"$884,293","$976,291"
Draymond Green,"$875,500","$966,584"
Allen Crabbe,"$825,000","$910,830"
Elliot Williams,"$797,545","$880,518"
Robert Sacre,"$788,873","$870,944"
Mike Scott,"$788,872","$870,943"
Jeffery Taylor,"$788,872","$870,943"
Tornike Shengelia,"$788,872","$870,943"
Jae Crowder,"$788,872","$870,943"
Bernard James,"$788,872","$870,943"
Quincy Miller,"$788,872","$870,943"
Patrick Beverley,"$788,872","$870,943"
Orlando Johnson,"$788,872","$870,943"
Khris Middleton,"$788,872","$870,943"
Brian Roberts,"$788,872","$870,943"
Darius Miller,"$788,872","$870,943"
Doron Lamb,"$788,872","$870,943"
Kyle O'Quinn,"$788,872","$870,943"
Henry Sims,"$788,872","$870,943"
Will Barton,"$788,872","$870,943"
Quincy Acy,"$788,872","$870,943"
Aron Baynes,"$788,872","$870,943"
Kent Bazemore,"$762,195","$841,491"
Diante Garrett,"$719,266","$794,096"
Malcolm Thomas,"$702,233","$775,291"
Dwight Buycks,"$700,000","$772,825"
Leandro Barbosa,"$650,359","$718,020"
Alexis Ajinca,"$635,880","$702,034"
DJ Augustin,"$592,279","$653,897"
Isaiah Canaan,"$570,515","$629,869"
Jeremy Tyler,"$556,584","$614,489"
Ricky Ledo,"$550,000","$607,220"
Kendall Marshall,"$547,570","$604,537"
Shawne Williams,"$535,770","$591,509"
Chris Douglas-Roberts,"$535,288","$590,977"
Jamaal Franklin,"$535,000","$590,659"
Ray McCallum,"$524,616","$579,195"
James Johnson,"$507,409","$560,198"
Ryan Gomes,"$495,521","$547,073"
Phil Pressey,"$490,180","$541,176"
Matthew Dellavedova,"$490,180","$541,176"
Carrick Felix,"$490,180","$541,176"
Gal Mekel,"$490,180","$541,176"
Tony Mitchell,"$490,180","$541,176"
Peyton Siva,"$490,180","$541,176"
Ognjen Kuzmic,"$490,180","$541,176"
Robert Covington,"$490,180","$541,176"
Ryan Kelly,"$490,180","$541,176"
Nick Calathes,"$490,180","$541,176"
Miroslav Raduljica,"$490,180","$541,176"
Nate Wolters,"$490,180","$541,176"
Robbie Hummel,"$490,180","$541,176"
Jeff Withey,"$490,180","$541,176"
Toure Murry,"$490,180","$541,176"
Brandon Davies,"$490,180","$541,176"
Hollis Thompson,"$490,180","$541,176"
Dionte Christmas,"$490,180","$541,176"
Ian Clark,"$490,180","$541,176"
Glen Rice Jr,"$490,180","$541,176"
Shannon Brown,"$481,562","$531,661"
Solomon Jones,"$474,583","$523,957"
Erik Murphy,"$455,580","$502,977"
Jason Collins,"$436,316","$481,708"
Luke Babbitt,"$387,995","$428,360"
Daniel Orton,"$369,322","$407,745"
Maalik Wayns,"$361,952","$399,608"
Christapher Johnson,"$320,000","$353,291"
Jarvis Varnado,"$310,908","$343,253"
Shavlik Randolph,"$306,036","$337,874"
Hilton Armstrong,"$296,138","$326,947"
Dewayne Dedmon,"$256,623","$283,320"
Stephen Jackson,"$238,739","$263,576"
Hamed Haddadi,"$200,000","$220,807"
Chris Smith,"$184,538","$203,736"
Mike Muscala,"$161,471","$178,269"
Troy Daniels,"$158,587","$175,085"
James Southerland,"$155,704","$171,902"
Jamaal Tinsley,"$139,951","$154,511"
Chris Wright,"$139,212","$153,695"
Chris Babb,"$138,403","$152,801"
Justin Hamilton,"$126,870","$140,068"
Jorge Gutierrez,"$121,103","$133,702"
Reggie Williams,"$111,518","$123,119"
Dexter Pittman,"$107,776","$118,988"
Damion James,"$107,776","$118,988"
Arinze Onuaku,"$106,776","$117,884"
Manny Harris,"$104,034","$114,857"
Othyus Jeffers,"$104,034","$114,856"
Elias Harris,"$100,000","$110,403"
DeAndre Liggins,"$88,429","$97,628"
Royal Ivey,"$74,839","$82,625"
Melvin Ely,"$74,469","$82,216"
Sasha Vujacic,"$69,791","$77,051"
Casper Ware,"$69,201","$76,400"
Seth Curry,"$66,318","$73,216"
James Nunnally,"$57,668","$63,667"
Willie Reed,"$57,668","$63,667"
Mustafa Shakur,"$46,404","$51,231"
Darius Johnson-Odom,"$46,404","$51,231"
Vander Blue,"$28,834","$31,833"
Shane Edwards,"$28,834","$31,833"
Tony Mitchell,"$28,834","$31,833"
DJ Stephens,"$28,834","$31,833"
