Player,Year,Google Search Trend
Damon Stoudamire,2003,124
Eddie Jones,2003,13500
Brian Grant,2003,12000
Vlade Divac,2003,170
Nick Van Exel,2003,180
Tim Thomas,2003,65000
Tom Gugliotta,2003,300
Paul Pierce,2003,16500
Antawn Jamison,2003,173
Dirk Nowitzki,2003,810
Vince Carter,2003,10900
Steve Francis,2003,24000
Elton Brand,2003,8000
Baron Davis,2003,1000
Shawn Marion,2003,2900
Glenn Robinson,2003,5200
Theo Ratliff,2003,280
Lamar Odom,2003,620
Mike Bibby,2003,250
Kerry Kittles,2003,87
Dale Davis,2003,12800
Greg Ostertag,2003,-110
Gilbert Arenas,2003,970
Jamal Mashburn,2003,229
Jason Terry,2003,20300
Raef LaFrentz,2003,111
Andre Miller,2003,15000
Wally Szczerbiak,2003,137
Glen Rice,2003,3600
Erick Dampier,2003,95
Maurice Taylor,2003,21800
Derek Anderson,2003,6800
Wesley Person,2003,14300
Alan Henderson,2003,6300
Austin Croshere,2003,47
Kelvin Cato,2003,360
Marcus Camby,2003,510
Rashard Lewis,2003,145
Corey Maggette,2003,129
Bonzi Wells,2003,113
Brad Miller,2003,26000
Jerry Stackhouse,2003,360
Doug Christie,2003,1700
Ron Mercer,2003,800
Shandon Anderson,2003,200
Chris Mills,2003,-6500
Lorenzen Wright,2003,250
Bo Outlaw,2003,810
Richard Hamilton,2003,24000
Bob Sura,2003,310
Eddie Robinson,2003,15100
Tariq Abdul-Wahad,2003,-16
Jason Williams,2003,5000
Michael Dickerson,2003,2900
Charlie Ward,2003,6500
Jerome Williams,2003,2260000
Howard Eisley,2003,127
Jonathan Bender,2003,1500
Steve Nash,2003,6300
Vitaly Potapenko,2003,159
Al Harrington,2003,7300
Jason Caffey,2003,168
Jahidi White,2003,90
Christian Laettner,2003,111
Eric Williams,2003,27000
Ben Wallace,2003,7700
Kenny Thomas,2003,3900
Alvin Williams,2003,8700
Metta World Peace,2003,690
Calvin Booth,2003,1700
Avery Johnson,2003,4300
Clarence Weatherspoon,2003,115
Joe Smith,2003,104000
Todd MacCulloch,2003,66
Ruben Patterson,2003,1030
Danny Fortson,2003,95
Brent Barry,2003,4800
Cuttino Mobley,2003,107
Kurt Thomas,2003,16000
Scot Pollard,2003,10
Kenyon Martin,2003,2200
Sam Cassell,2003,1040
Ricky Davis,2003,-3300
Chauncey Billups,2003,238
Jerome James,2003,13700
Keon Clark,2003,110
Larry Hughes,2003,7400
Nazr Mohammed,2003,111
Corliss Williamson,2003,190
Reggie Miller,2003,300
Aaron McKie,2003,160
Brevin Knight,2003,60
Scottie Pippen,2003,800
Gary Payton,2003,1200
James Posey,2003,700
Michael Olowokandi,2003,302
Juwan Howard,2003,180
Malik Rose,2003,2600
Rick Fox,2003,9100
Clifford Robinson,2003,6600
Donyell Marshall,2003,-6
Stromile Swift,2003,70
Devean George,2003,195
Eric Snow,2003,17700
Robert Horry,2003,430
Michael Stewart,2003,82000
Ervin Johnson,2003,1500
Travis Knight,2003,4600
Tony Battie,2003,98
Adonal Foyle,2003,74
Anthony Mason,2003,3700
Matt Harpring,2003,214
Kwame Brown,2003,1340
Yao Ming,2003,3800
Darius Miles,2003,2610
Elden Campbell,2003,1170
Jeff Foster,2003,13800
Derrick Coleman,2003,1100
David Wesley,2003,14000
Chucky Atkins,2003,1190
Marc Jackson,2003,8600
Tyson Chandler,2003,790
Marcus Fizer,2003,380
Jay Williams,2003,1230000
Bruce Bowen,2003,3700
Lawrence Funderburke,2003,26
Shawn Bradley,2003,1900
Moochie Norris,2003,-18
Mike Miller,2003,10000
Mike Dunleavy,2003,330
Jeff McInnis,2003,370
Eddy Curry,2003,980
Rodney Rogers,2003,2900
Evan Eschmeyer,2003,49
Matt Maloney,2003,1600
Drew Gooden,2003,580
Chris Crawford,2003,17500
Jon Barry,2003,3400
Lindsey Hunter,2003,3000
Speedy Claxton,2003,148
Derek Fisher,2003,4000
Michael Redd,2003,1500
Hubert Davis,2003,17900
Aaron Williams,2003,-20900
Tony Delk,2003,130
Othella Harrington,2003,31
Bobby Jackson,2003,3200
Chris Mihm,2003,91
George Lynch,2003,10700
Michael Curry,2003,7500
Jason Richardson,2003,3600
Nikoloz Tskitishvili,2003,131
Pat Garrity,2003,550
Greg Buckner,2003,680
Wang Zhizhi,2003,190
Pau Gasol,2003,580
John Amaechi,2003,94
Jamal Crawford,2003,810
Shane Battier,2003,106
Lucious Harris,2003,158
Earl Boykins,2003,174
Eric Piatkowski,2003,74
Predrag Drobnjak,2003,129
Andrew DeClercq,2003,510
Darrell Armstrong,2003,6300
Dajuan Wagner,2003,177
Ira Newble,2003,93
Kevin Ollie,2003,1190
Stacey Augmon,2003,90
Joel Przybilla,2003,18
Eddie Griffin,2003,2800
Keyon Dooling,2003,36
Etan Thomas,2003,230
Jim Jackson,2003,62000
Antonio Daniels,2003,5700
Courtney Alexander,2003,3800
Bimbo Coles,2003,-40
DeSagana Diop,2003,56
Nenê,2003,530
Troy Hudson,2003,4000
Chris Wilcox,2003,2100
Rodney White,2003,12000
Desmond Mason,2003,1800
Joe Johnson,2003,38000
Quentin Richardson,2003,1530
Caron Butler,2003,710
Nate Huffman,2003,450
Kedrick Brown,2003,98
Jamaal Magloire,2003,101
Jared Jeffries,2003,310
Samaki Walker,2003,99
Corie Blount,2003,56
Morris Peterson,2003,20200
Melvin Ely,2003,600
DeShawn Stevenson,2003,258
Richard Jefferson,2003,13000
Marcus Haislip,2003,63
Stanislav Medvedenko,2003,112
Michael Doleac,2003,76
Malik Allen,2003,-100
Troy Murphy,2003,12400
Fred Jones,2003,15000
Jumaine Jones,2003,148
Mark Jackson,2003,16000
Karl Malone,2003,2100
Brian Skinner,2003,2800
Erick Strickland,2003,190
Tyronn Lue,2003,1000
Jake Voskuhl,2003,61
Steven Hunter,2003,18000
Kirk Haston,2003,36
Earl Watson,2003,-2500
Bryce Drew,2003,1200
Michael Bradley,2003,17000
Juan Dixon,2003,2900
Ryan Bowen,2003,2700
Jarron Collins,2003,61
Jason Collins,2003,-500
Walter McCarty,2003,450
Voshon Lenard,2003,63
Zach Randolph,2003,1880
Chris Childs,2003,2190
Jeryl Sasser,2003,-18
Brendan Haywood,2003,320
Mehmet Okur,2003,1240
Kareem Rush,2003,340
Joseph Forte,2003,11500
Kendall Gill,2003,-2400
Calbert Cheaney,2003,60
Popeye Jones,2003,530
Kenny Anderson,2003,17000
Bryon Russell,2003,-340
Horace Grant,2003,3300
Sean Rooks,2003,120
Steve Smith,2003,4179000
Scott Williams,2003,42000
Anthony Peeler,2003,320
Tony Massenburg,2003,180
Kevin Willis,2003,4800
Chris Whitney,2003,7300
Qyntel Woods,2003,22
Casey Jacobsen,2003,1530
Dion Glover,2003,300
Stephen Jackson,2003,42000
Monty Williams,2003,2500
Brandon Armstrong,2003,1200
Tayshaun Prince,2003,130
Efthimios Rentzias,2003,63
Robert Pack,2003,20000
Andrei Kirilenko,2003,142
Mark Blount,2003,1700
Travis Best,2003,7000
Fred Hoiberg,2003,80
Gary Trent,2003,1800
Gerald Wallace,2003,3900
Frank Williams,2003,13000
Rod Strickland,2003,1900
John Salmons,2003,320
Jamaal Tinsley,2003,108
Tony Parker,2003,15500
Chris Jefferies,2003,690
Dan Dickau,2003,75
Robert Traylor,2003,500
Jacque Vaughn,2003,680
Rick Brunson,2003,60
Darvin Ham,2003,143
Anthony Johnson,2003,15000
Brian Scalabrine,2003,9
Carlos Arroyo,2003,2500
Adrian Griffin,2003,2200
Damon Jones,2003,-1300
Shammond Williams,2003,302
Vladimir Stepania,2003,34
Anthony Carter,2003,5200
Eddie House,2003,20000
Reggie Evans,2003,910
Scott Padgett,2003,700
Rafer Alston,2003,36
Ansu Sesay,2003,18
Amal McCaskill,2003,100
Milt Palacio,2003,820
Raja Bell,2003,3000
Brian Cardinal,2003,3000
Mark Madsen,2003,4100
Donnell Harvey,2003,1900
Ruben Boumtje-Boumtje,2003,18
Mike James,2003,51000
Chris Andersen,2003,3200
Jeff Trepagnier,2003,19
Tremaine Fowlkes,2003,36
Mike Wilks,2003,480
Jamison Brewer,2003,310
Bobby Simmons,2003,2500
Loren Woods,2003,1300
Trenton Hassell,2003,100
Lonny Baxter,2003,159
Mengke Bateer,2003,20
Dan Langhi,2003,32
Sean Marks,2003,5000
Alton Ford,2003,-200
Tamar Slay,2003,75
Carlos Boozer,2003,260
Jamal Sampson,2003,430
Jannero Pargo,2003,3
Rasual Butler,2003,35
Dan Gadzuric,2003,357
Ronald Murray,2003,8000
Robert Archibald,2003,4700
Devin Brown,2003,3300
Roger Mason,2003,8700
Mikki Moore,2003,330
Zendon Hamilton,2003,24
Cherokee Parks,2003,1900
Tyrone Hill,2003,4000
Damone Brown,2003,510
Tracy Murray,2003,5400
Sean Lampley,2003,64
Jelani McCoy,2003,164
Shaquille O'Neal,2004,2400
Dikembe Mutombo,2004,180
Allan Houston,2004,4400
Chris Webber,2004,2600
Kevin Garnett,2004,1730
Jason Kidd,2004,2300
Jermaine O'Neal,2004,720
Antoine Walker,2004,3500
Zydrunas Ilgauskas,2004,114
Latrell Sprewell,2004,320
Anfernee Hardaway,2004,-420
Stephon Marbury,2004,630
Ray Allen,2004,14000
Allen Iverson,2004,2400
Shareef Abdur-Rahim,2004,192
Michael Finley,2004,2100
Tracy McGrady,2004,830
Keith Van Horn,2004,3500
Jalen Rose,2004,650
Tim Duncan,2004,11100
Kobe Bryant,2004,4700
Eddie Jones,2004,10100
Brian Grant,2004,26000
Antonio Davis,2004,17000
Tim Thomas,2004,1330000
Paul Pierce,2004,35000
Vince Carter,2004,400
Dirk Nowitzki,2004,700
Antawn Jamison,2004,160
Damon Stoudamire,2004,87
Baron Davis,2004,15100
Steve Francis,2004,19000
Shawn Marion,2004,1900
Glenn Robinson,2004,7200
Elton Brand,2004,7400
Nick Van Exel,2004,150
Carlos Boozer,2004,160
Theo Ratliff,2004,570
Lamar Odom,2004,760
Mike Bibby,2004,540
Dale Davis,2004,11000
Rasheed Wallace,2004,710
Raef LaFrentz,2004,71
Kerry Kittles,2004,123
Kenyon Martin,2004,2800
Gilbert Arenas,2004,1440
Jamal Mashburn,2004,71
Wally Szczerbiak,2004,62
Vin Baker,2004,2500
Steve Nash,2004,5900
Jamaal Magloire,2004,27
Marcus Camby,2004,100
Maurice Taylor,2004,-15300
Derek Anderson,2004,8600
Alan Henderson,2004,13400
Austin Croshere,2004,103
Shandon Anderson,2004,230
Kelvin Cato,2004,100
Brad Miller,2004,10000
Richard Hamilton,2004,28000
Rashard Lewis,2004,144
Erick Dampier,2004,124
Bonzi Wells,2004,166
Bo Outlaw,2004,940
Doug Christie,2004,2800
Jason Terry,2004,6200
Mehmet Okur,2004,1210
Jerry Stackhouse,2004,300
Andre Miller,2004,8500
Lorenzen Wright,2004,260
Ben Wallace,2004,10100
Corey Maggette,2004,93
Jason Williams,2004,-4000
Darius Miles,2004,200
Christian Laettner,2004,190
Desmond Mason,2004,1800
Jonathan Bender,2004,2000
Adonal Foyle,2004,90
Al Harrington,2004,8500
Howard Eisley,2004,100
Sam Cassell,2004,1340
Vitaly Potapenko,2004,4
Jerome Williams,2004,2300000
Jahidi White,2004,90
Metta World Peace,2004,620
Mike Miller,2004,25000
Kenny Thomas,2004,9400
Stromile Swift,2004,57
Calvin Booth,2004,1700
Clarence Weatherspoon,2004,97
Joe Smith,2004,-23000
Ruben Patterson,2004,1270
Kurt Thomas,2004,18000
Cuttino Mobley,2004,141
Alvin Williams,2004,5200
Danny Fortson,2004,146
Quentin Richardson,2004,1520
Scot Pollard,2004,270
Jamal Crawford,2004,410
Reggie Miller,2004,2200
Aaron McKie,2004,400
Corliss Williamson,2004,380
Malik Rose,2004,3200
Ricky Davis,2004,8900
Chauncey Billups,2004,444
Jerome James,2004,15000
Larry Hughes,2004,6400
Gary Payton,2004,1100
Scottie Pippen,2004,590
Juwan Howard,2004,-20
James Posey,2004,2300
Michael Olowokandi,2004,69
Alonzo Mourning,2004,370
Kwame Brown,2004,1200
Clifford Robinson,2004,9000
Nazr Mohammed,2004,17
Stephen Jackson,2004,24000
Eddie Robinson,2004,400
Donyell Marshall,2004,364
Mark Blount,2004,1800
Marquis Daniels,2004,880
Antonio McDyess,2004,117
Derek Fisher,2004,4500
Vlade Divac,2004,210
Brian Cardinal,2004,2600
Troy Hudson,2004,5300
Etan Thomas,2004,290
Eric Snow,2004,2600
Lamond Murray,2004,1300
Ervin Johnson,2004,2300
Tyson Chandler,2004,920
Michael Stewart,2004,-19000
Rick Fox,2004,9400
Tony Battie,2004,254
Matt Harpring,2004,168
Devean George,2004,305
Derrick Coleman,2004,500
Jeff Foster,2004,15000
Brian Skinner,2004,2800
David Wesley,2004,22000
Yao Ming,2004,2300
Elden Campbell,2004,1170
Morris Peterson,2004,10600
Trenton Hassell,2004,274
LeBron James,2004,4400
Pau Gasol,2004,570
Brent Barry,2004,5100
Marc Jackson,2004,38300
Chucky Atkins,2004,2320
Shawn Bradley,2004,2900
Greg Ostertag,2004,200
Carlos Arroyo,2004,6900
Eddy Curry,2004,890
Moochie Norris,2004,23
Aaron Williams,2004,38900
Jeff McInnis,2004,390
Mike Dunleavy,2004,350
Jason Richardson,2004,5300
Rafer Alston,2004,149
Carmelo Anthony,2004,2200
Chris Mihm,2004,221
Speedy Claxton,2004,103
Chris Crawford,2004,6500
Voshon Lenard,2004,65
Drew Gooden,2004,1190
Shane Battier,2004,99
Bob Sura,2004,630
Othella Harrington,2004,42
Bobby Jackson,2004,15100
Chris Bosh,2004,700
Mike James,2004,3408000
Stanislav Medvedenko,2004,137
Michael Redd,2004,1500
George Lynch,2004,22900
Bruce Bowen,2004,4100
Pat Garrity,2004,570
Nikoloz Tskitishvili,2004,-57
Dwyane Wade,2004,25000
Eric Piatkowski,2004,67
Ira Newble,2004,14
Kevin Ollie,2004,1430
Tony Delk,2004,130
Tom Gugliotta,2004,60
Rodney Rogers,2004,3700
DeSagana Diop,2004,42
Greg Buckner,2004,900
Dajuan Wagner,2004,42
Chris Kaman,2004,340
Predrag Drobnjak,2004,139
Damon Jones,2004,29200
Lucious Harris,2004,140
Earl Boykins,2004,119
Andrew DeClercq,2004,130
DeShawn Stevenson,2004,200
Jim Jackson,2004,8000
Michael Doleac,2004,81
Joe Johnson,2004,32000
Kirk Hinrich,2004,161
Kedrick Brown,2004,69
Darrell Armstrong,2004,-2600
Richard Jefferson,2004,14000
Nenê,2004,650
Troy Murphy,2004,-600
Chris Wilcox,2004,2300
Anthony Johnson,2004,28000
Antonio Daniels,2004,7700
Mike Sweetney,2004,56
Marcus Haislip,2004,56
Malik Allen,2004,7900
Caron Butler,2004,850
Jason Collins,2004,13000
Jarvis Hayes,2004,1600
Jared Jeffries,2004,1100
Jon Barry,2004,9900
Rodney White,2004,12600
Melvin Ely,2004,790
Brendan Haywood,2004,270
Steven Hunter,2004,21000
Charlie Ward,2004,7300
Jarron Collins,2004,90
Jumaine Jones,2004,89
Jake Voskuhl,2004,40
Andrei Kirilenko,2004,104
Gerald Wallace,2004,5400
Erick Strickland,2004,210
Marcus Banks,2004,16000
Ron Mercer,2004,3700
Robert Traylor,2004,440
Scott Williams,2004,44000
Lindsey Hunter,2004,2800
Calbert Cheaney,2004,35
Tyronn Lue,2004,900
Wesley Person,2004,16000
Fred Hoiberg,2004,115
Chris Andersen,2004,3400
Darius Songaila,2004,91
Anthony Peeler,2004,320
Samuel Dalembert,2004,270
Fred Jones,2004,29000
Jamaal Tinsley,2004,118
Tony Parker,2004,23400
Luke Ridnour,2004,61
Zach Randolph,2004,1620
Jason Collier,2004,-300
Joel Przybilla,2004,58
Earl Watson,2004,11700
Reece Gaines,2004,220
Mike Wilks,2004,610
Jason Hart,2004,17200
Eddie House,2004,17000
Troy Bell,2004,-2400
Juan Dixon,2004,3200
Walter McCarty,2004,1720
Daniel Santiago,2004,-8000
Raja Bell,2004,3500
Kevin Willis,2004,5500
Curtis Borchardt,2004,120
David West,2004,4200000
Ryan Humphrey,2004,2600
Rasual Butler,2004,52
Kareem Rush,2004,330
Dahntay Jones,2004,59
Qyntel Woods,2004,25
Kenny Anderson,2004,19000
Steve Smith,2004,1470000
Avery Johnson,2004,5100
Bryon Russell,2004,1290
Stacey Augmon,2004,-114
Vladimir Stepania,2004,12
Robert Horry,2004,240
Tony Massenburg,2004,190
Boris Diaw,2004,102
Casey Jacobsen,2004,700
Tayshaun Prince,2004,501
Travis Outlaw,2004,480
Travis Best,2004,28000
Samaki Walker,2004,54
Brian Cook,2004,15000
Frank Williams,2004,111000
Jacque Vaughn,2004,1140
Brevin Knight,2004,56
Amal McCaskill,2004,65
Darvin Ham,2004,244
Rick Brunson,2004,160
John Salmons,2004,330
Kendall Gill,2004,2600
Ndudi Ebi,2004,61
Brian Scalabrine,2004,68
Maciej Lampe,2004,93
Chris Jefferies,2004,750
Dan Dickau,2004,145
Reggie Evans,2004,1050
Kendrick Perkins,2004,680
Adrian Griffin,2004,4600
Mark Pope,2004,18000
Mikki Moore,2004,230
Leandro Barbosa,2004,2800
Josh Howard,2004,13800
Michael Curry,2004,8000
Bobby Simmons,2004,200
Scott Padgett,2004,1090
Zendon Hamilton,2004,21
Anthony Carter,2004,12600
Milt Palacio,2004,810
Ryan Bowen,2004,3100
Loren Woods,2004,1400
Keith McLeod,2004,2300
Rodney Buford,2004,350
DerMarr Johnson,2004,119
Ansu Sesay,2004,111
Keyon Dooling,2004,42
Wang Zhizhi,2004,154
Mark Madsen,2004,3100
Lee Nailon,2004,135
Michael Ruffin,2004,1110
Marcus Fizer,2004,30
Mateen Cleaves,2004,75
Jabari Smith,2004,240
Eddie Gill,2004,1700
Tierre Brown,2004,86
Jamison Brewer,2004,370
Michael Bradley,2004,19000
Jamal Sampson,2004,490
Tamar Slay,2004,-69
Jannero Pargo,2004,42
Dan Gadzuric,2004,70
Ronald Murray,2004,2200
Richie Frahm,2004,103
Matt Barnes,2004,4700
Devin Brown,2004,5000
Jason Kapono,2004,243
Keith Bogans,2004,196
Theron Smith,2004,2100
Francisco Elson,2004,1170
Ronald Dupree,2004,260
James Jones,2004,260000
Luke Walton,2004,2500
Jerome Beasley,2004,750
Udonis Haslem,2004,132
Zaza Pachulia,2004,82
Alex Garcia,2004,38000
Brandon Hunter,2004,5400
Josh Davis,2004,13900
Kyle Korver,2004,70
Willie Green,2004,15100
Linton Johnson,2004,2000
Steve Blake,2004,9300
Lonny Baxter,2004,-88
Kaniel Dickens,2004,-1
Roger Mason,2004,15500
Jelani McCoy,2004,50
Anthony Goldwire,2004,45
Tremaine Fowlkes,2004,-11
Britton Johnsen,2004,85
Shaquille O'Neal,2005,3100
Allan Houston,2005,6500
Chris Webber,2005,4000
Michael Finley,2005,6500
Kevin Garnett,2005,1900
Stephon Marbury,2005,300
Allen Iverson,2005,3300
Jason Kidd,2005,3000
Jermaine O'Neal,2005,620
Brian Grant,2005,59000
Kobe Bryant,2005,5700
Tim Duncan,2005,10700
Anfernee Hardaway,2005,700
Keith Van Horn,2005,4900
Tracy McGrady,2005,940
Grant Hill,2005,3857000
Jalen Rose,2005,400
Eddie Jones,2005,22000
Tim Thomas,2005,2070000
Antonio Davis,2005,26000
Paul Pierce,2005,-6000
Vince Carter,2005,16300
Dirk Nowitzki,2005,950
Antawn Jamison,2005,321
Baron Davis,2005,8300
Steve Francis,2005,31000
Shawn Marion,2005,2400
Ray Allen,2005,51000
Elton Brand,2005,8000
Joe Johnson,2005,53000
Michael Redd,2005,1600
Theo Ratliff,2005,280
Carlos Boozer,2005,250
Mike Bibby,2005,520
Lamar Odom,2005,920
Pau Gasol,2005,760
Andrei Kirilenko,2005,199
Rasheed Wallace,2005,740
Derek Anderson,2005,9900
Zach Randolph,2005,2400
Kenyon Martin,2005,4400
Raef LaFrentz,2005,294
Larry Hughes,2005,9700
Gilbert Arenas,2005,2400
Richard Jefferson,2005,39000
Wally Szczerbiak,2005,312
Doug Christie,2005,1500
Steve Nash,2005,8700
Vin Baker,2005,1800
Marcus Camby,2005,-130
Maurice Taylor,2005,34500
Tyson Chandler,2005,1560
Shandon Anderson,2005,540
Jason Richardson,2005,9000
Brad Miller,2005,27000
Zydrunas Ilgauskas,2005,182
Erick Dampier,2005,146
Kelvin Cato,2005,170
Richard Hamilton,2005,44000
Rashard Lewis,2005,283
Jamaal Magloire,2005,76
Aaron McKie,2005,550
Samuel Dalembert,2005,990
Tony Parker,2005,23000
Jerry Stackhouse,2005,450
Mehmet Okur,2005,1720
Andre Miller,2005,16300
Bobby Simmons,2005,3400
Bonzi Wells,2005,-6
Austin Croshere,2005,75
Lorenzen Wright,2005,180
Jason Williams,2005,74000
Ben Wallace,2005,14900
Kwame Brown,2005,2110
Eddy Curry,2005,2220
Troy Murphy,2005,6800
Desmond Mason,2005,2400
Adonal Foyle,2005,84
Calvin Booth,2005,2600
Darius Miles,2005,2100
Cuttino Mobley,2005,179
Jonathan Bender,2005,3000
Corey Maggette,2005,147
Al Harrington,2005,12900
Quentin Richardson,2005,2500
Antoine Walker,2005,1700
Sam Cassell,2005,1710
Metta World Peace,2005,260
Mike Miller,2005,57000
Jason Terry,2005,27600
Jerome Williams,2005,9400000
Kurt Thomas,2005,30000
Kenny Thomas,2005,14600
Jamal Crawford,2005,1210
Lamond Murray,2005,1900
Clarence Weatherspoon,2005,133
Joe Smith,2005,657000
Ruben Patterson,2005,1580
Scot Pollard,2005,320
Danny Fortson,2005,153
Malik Rose,2005,4000
Reggie Miller,2005,400
Corliss Williamson,2005,160
Howard Eisley,2005,160
Ricky Davis,2005,1200
Chauncey Billups,2005,470
Juwan Howard,2005,380
James Posey,2005,2300
Michael Olowokandi,2005,-63
Stephen Jackson,2005,39000
Yao Ming,2005,7000
Mark Blount,2005,3300
Jason Collins,2005,8500
Nazr Mohammed,2005,236
Eric Snow,2005,16600
Jamaal Tinsley,2005,142
Marquis Daniels,2005,1560
Antonio McDyess,2005,194
Derek Fisher,2005,6800
Brian Cardinal,2005,4800
Etan Thomas,2005,710
Troy Hudson,2005,6400
Tony Battie,2005,-34
Alonzo Mourning,2005,580
David Wesley,2005,31000
Matt Harpring,2005,263
Devean George,2005,224
Gerald Wallace,2005,8000
Earl Watson,2005,2400
Stromile Swift,2005,95
Jeff Foster,2005,21000
Udonis Haslem,2005,228
Jerome James,2005,26000
Shareef Abdur-Rahim,2005,260
Antonio Daniels,2005,0
Brian Skinner,2005,5200
Shane Battier,2005,163
Donyell Marshall,2005,-34
Dan Gadzuric,2005,427
Brent Barry,2005,7100
LeBron James,2005,28100
Brevin Knight,2005,179
Marc Jackson,2005,16000
Morris Peterson,2005,3600
Mike Dunleavy,2005,310
Shawn Bradley,2005,4200
Chucky Atkins,2005,1500
Dwight Howard,2005,3700
Greg Ostertag,2005,160
Trenton Hassell,2005,-39
Raja Bell,2005,4900
Moochie Norris,2005,211
Drew Gooden,2005,720
Emeka Okafor,2005,387
Zaza Pachulia,2005,119
Carlos Arroyo,2005,16500
Brendan Haywood,2005,470
Eric Williams,2005,43000
Rafer Alston,2005,136
Chris Mihm,2005,199
Damon Stoudamire,2005,177
Carmelo Anthony,2005,2700
Kyle Korver,2005,238
Ben Gordon,2005,30000
