Player,Salary,Adjusted
Othello Hunter,"$442,114","$520,876"
Sean Singletary,"$442,114","$520,876"
Sonny Weems,"$442,114","$520,876"
Walter Sharpe,"$442,114","$520,876"
Anthony Morrow,"$442,114","$520,876"
Sun Yue,"$442,114","$520,876"
Bobby Brown,"$442,114","$520,876"
Nathan Jawai,"$442,114","$520,876"
Rob Kurz,"$429,111","$505,557"
Jermareo Davidson,"$422,725","$498,033"
Eddie Gill,"$387,613","$456,666"
Shaun Livingston,"$370,000","$435,915"
Malik Hairston,"$351,091","$413,638"
Paul Davis,"$328,416","$386,923"
Hassan Adams,"$297,163","$350,102"
Jawad Williams,"$244,463","$288,014"
Dee Brown,"$238,567","$281,067"
Anthony Tolliver,"$213,255","$251,246"
Cartier Martin,"$200,252","$235,926"
Trey Johnson,"$187,258","$220,618"
Courtney Sims,"$184,648","$217,543"
DeMarcus Nelson,"$182,047","$214,478"
Steven Hill,"$148,238","$174,646"
Blake Ahearn,"$125,562","$147,930"
Linton Johnson,"$125,374","$147,709"
Andre Brown,"$107,908","$127,131"
Demetris Nichols,"$87,893","$103,551"
Desmon Farmer,"$83,708","$98,620"
Richard Hendrix,"$57,215","$67,407"
Dwayne Jones,"$46,812","$55,151"
